idEvent,dateEvent,Round,Home Team,Home Score,Away Team,Away Score,Poster,Thumb
2276263,2025-10-24,Round 14,Csíkszereda Miercurea Ciuc,1,Petrolul Ploiești,1,https://r2.thesportsdb.com/images/media/event/poster/wfjfec1752395346.jpg,https://r2.thesportsdb.com/images/media/event/thumb/6e1u801752393948.jpg
2276265,2025-10-24,Round 14,Argeș Pitești,1,Dinamo București,1,https://r2.thesportsdb.com/images/media/event/poster/o7zkbc1752395353.jpg,https://r2.thesportsdb.com/images/media/event/thumb/uvedtg1752393955.jpg
2276261,2025-10-25,Round 14,Oțelul Galați,1,Universitatea Cluj,2,https://r2.thesportsdb.com/images/media/event/poster/mm2e9h1710750505.jpg,https://r2.thesportsdb.com/images/media/event/thumb/wa6e1l1710750327.jpg
2276264,2025-10-25,Round 14,CFR Cluj,0,Farul Constanța,2,https://r2.thesportsdb.com/images/media/event/poster/8f7xpo1752395350.jpg,https://r2.thesportsdb.com/images/media/event/thumb/19oxso1752393951.jpg
2276267,2025-10-26,Round 14,Metaloglobus București,0,Universitatea Craiova,0,https://r2.thesportsdb.com/images/media/event/poster/lwnrge1752395360.jpg,https://r2.thesportsdb.com/images/media/event/thumb/fwcl9m1752393962.jpg
2276260,2025-10-26,Round 14,FCSB,4,UTA Arad,0,https://r2.thesportsdb.com/images/media/event/poster/5iusb91752395339.jpg,https://r2.thesportsdb.com/images/media/event/thumb/rj2c6e1752393941.jpg
2276262,2025-10-27,Round 14,Botoșani,2,Hermannstadt,0,https://r2.thesportsdb.com/images/media/event/poster/rug4pz1752395343.jpg,https://r2.thesportsdb.com/images/media/event/thumb/bybdq11752393944.jpg
2276266,2025-10-27,Round 14,Rapid București,4,Unirea Slobozia,1,https://r2.thesportsdb.com/images/media/event/poster/91vfy61752395357.jpg,https://r2.thesportsdb.com/images/media/event/thumb/od7ljm1752393958.jpg
2276273,2025-10-31,Round 15,Dinamo București,2,CFR Cluj,1,https://r2.thesportsdb.com/images/media/event/poster/m8zv6a1752395381.jpg,https://r2.thesportsdb.com/images/media/event/thumb/zxj74n1752394001.jpg
2276274,2025-11-01,Round 15,Unirea Slobozia,0,Argeș Pitești,1,https://r2.thesportsdb.com/images/media/event/poster/1n90cf1752395384.jpg,https://r2.thesportsdb.com/images/media/event/thumb/y886501752394005.jpg
2276269,2025-11-01,Round 15,Universitatea Cluj,0,FCSB,2,https://r2.thesportsdb.com/images/media/event/poster/f9egf31752395367.jpg,https://r2.thesportsdb.com/images/media/event/thumb/b0iabh1752393987.jpg
2276268,2025-11-02,Round 15,UTA Arad,2,Metaloglobus București,0,https://r2.thesportsdb.com/images/media/event/poster/wdx5nt1752395363.jpg,https://r2.thesportsdb.com/images/media/event/thumb/gymv6m1752393983.jpg
2276270,2025-11-02,Round 15,Hermannstadt,1,Oțelul Galați,3,https://r2.thesportsdb.com/images/media/event/poster/0hh73s1752395370.jpg,https://r2.thesportsdb.com/images/media/event/thumb/jzzo6q1752393991.jpg
2276275,2025-11-02,Round 15,Universitatea Craiova,2,Rapid București,2,https://r2.thesportsdb.com/images/media/event/poster/kqxlvo1688724728.jpg,https://r2.thesportsdb.com/images/media/event/thumb/22rrma1688717668.jpg
2276272,2025-11-03,Round 15,Farul Constanța,3,Csíkszereda Miercurea Ciuc,0,https://r2.thesportsdb.com/images/media/event/poster/sk7ftx1752395377.jpg,https://r2.thesportsdb.com/images/media/event/thumb/g35g831752393998.jpg
2276271,2025-11-03,Round 15,Petrolul Ploiești,0,Botoșani,0,https://r2.thesportsdb.com/images/media/event/poster/3vosry1752395374.jpg,https://r2.thesportsdb.com/images/media/event/thumb/8lidex1752393994.jpg
2276277,2025-11-07,Round 16,Universitatea Cluj,3,Metaloglobus București,1,https://r2.thesportsdb.com/images/media/event/poster/rjp7w61752395388.jpg,https://r2.thesportsdb.com/images/media/event/thumb/flfphv1752394008.jpg
2276279,2025-11-07,Round 16,Farul Constanța,2,Botoșani,0,https://r2.thesportsdb.com/images/media/event/poster/lvgzgf1752395395.jpg,https://r2.thesportsdb.com/images/media/event/thumb/fop67r1752394016.jpg
2276278,2025-11-08,Round 16,Petrolul Ploiești,0,Oțelul Galați,0,https://r2.thesportsdb.com/images/media/event/poster/f99sh31752395391.jpg,https://r2.thesportsdb.com/images/media/event/thumb/nldjw31752394012.jpg
2276280,2025-11-08,Round 16,Dinamo București,4,Csíkszereda Miercurea Ciuc,0,https://r2.thesportsdb.com/images/media/event/poster/d4echm1752395398.jpg,https://r2.thesportsdb.com/images/media/event/thumb/tvk5d71752394019.jpg
