season,team,round,gp,wins,draws,losses,points,gf,ga,gd,ppg,home_wins,home_draws,home_losses,home_gf,home_ga,away_wins,away_draws,away_losses,away_gf,away_ga,form_pts_last5,form_gd_last5,position,final_position,is_top6
2024_2025,Unirea Slobozia,8,8,3,2,3,11,8,10,-2,1.375,1,1,2,5,6,2,1,1,3,4,6,-3,8,15,0
2024_2025,Rapid Bucuresti,8,8,1,6,1,9,10,10,0,1.125,0,3,0,5,5,1,3,1,5,5,7,1,9,6,1
2024_2025,FC Botoșani,8,8,3,0,5,9,6,11,-5,1.125,2,0,2,4,5,1,0,3,2,6,6,-4,10,13,0
2024_2025,Farul Constanta,8,8,2,2,4,8,8,11,-3,1.0,2,0,3,5,7,0,2,1,3,4,7,-1,11,10,0
2024_2025,FCSB,8,8,2,2,4,8,8,11,-3,1.0,2,1,2,6,6,0,1,2,2,5,6,-1,12,1,1
2024_2025,Sepsi OSK Sfântu Gheorghe,8,8,2,2,4,8,7,12,-5,1.0,1,1,2,3,4,1,1,2,4,8,1,-7,13,7,0
2024_2025,Uta Arad,8,8,1,4,3,7,6,10,-4,0.875,0,4,0,3,3,1,0,3,3,7,5,-2,14,11,0
2024_2025,Politehnica Iași,8,8,2,1,5,7,8,15,-7,0.875,1,1,2,5,6,1,0,3,3,9,4,-6,15,14,0
2024_2025,SCM Gloria Buzău,8,8,1,2,5,5,7,17,-10,0.625,0,1,2,2,5,1,1,3,5,12,1,-10,16,16,0
2024_2025,Universitatea Cluj,9,9,6,3,0,21,15,4,11,2.3333,4,0,0,10,3,2,3,0,5,1,13,8,1,4,1
2024_2025,CFR Cluj-Napoca,9,9,5,2,2,17,19,11,8,1.8889,3,1,1,11,6,2,1,1,8,5,13,10,2,2,1
2024_2025,Otelul Galati,9,9,4,4,1,16,9,4,5,1.7778,2,1,1,3,1,2,3,0,6,3,6,1,3,12,0
2024_2025,Dinamo Bucuresti,9,9,4,3,2,15,17,11,6,1.6667,4,0,0,11,3,0,3,2,6,8,8,1,4,5,1
2024_2025,Universitatea Craiova,9,9,4,3,2,15,15,9,6,1.6667,2,2,0,10,4,2,1,2,5,5,7,2,5,3,1
2024_2025,Petrolul,9,9,3,5,1,14,7,6,1,1.5556,1,4,0,2,1,2,1,1,5,5,9,3,6,9,0
2024_2025,FC Hermannstadt,9,9,3,3,3,12,15,12,3,1.3333,3,2,0,11,4,0,1,3,4,8,10,6,7,8,0
2024_2025,Sepsi OSK Sfântu Gheorghe,9,9,3,2,4,11,10,12,-2,1.2222,2,1,2,6,4,1,1,2,4,8,3,-4,8,7,0
2024_2025,Unirea Slobozia,9,9,3,2,4,11,8,11,-3,1.2222,1,1,2,5,6,2,1,2,3,5,6,-3,9,15,0
2024_2025,Politehnica Iași,9,9,3,1,5,10,10,15,-5,1.1111,2,1,2,7,6,1,0,3,3,9,7,-2,10,14,0
2024_2025,Rapid Bucuresti,9,9,1,6,2,9,10,12,-2,1.0,0,3,1,5,7,1,3,1,5,5,6,-1,11,6,1
2024_2025,FCSB,9,9,2,3,4,9,10,13,-3,1.0,2,1,2,6,6,0,2,2,4,7,7,0,12,1,1
2024_2025,Farul Constanta,9,9,2,3,4,9,9,12,-3,1.0,2,0,3,5,7,0,3,1,4,5,5,-3,13,10,0
2024_2025,FC Botoșani,9,9,3,0,6,9,6,14,-8,1.0,2,0,2,4,5,1,0,4,2,9,3,-8,14,13,0
2024_2025,Uta Arad,9,9,1,5,3,8,7,11,-4,0.8889,0,5,0,4,4,1,0,3,3,7,3,-3,15,11,0
2024_2025,SCM Gloria Buzău,9,9,1,3,5,6,7,17,-10,0.6667,0,2,2,2,5,1,1,3,5,12,2,-7,16,16,0
2024_2025,Universitatea Cluj,10,10,6,4,0,22,16,5,11,2.2,4,1,0,11,4,2,3,0,5,1,13,8,1,4,1
2024_2025,CFR Cluj-Napoca,10,10,5,3,2,18,19,11,8,1.8,3,1,1,11,6,2,2,1,8,5,11,7,2,2,1
2024_2025,Otelul Galati,10,10,4,5,1,17,10,5,5,1.7,2,2,1,4,2,2,3,0,6,3,6,1,3,12,0
2024_2025,Dinamo Bucuresti,10,10,4,4,2,16,18,12,6,1.6,4,0,0,11,3,0,4,2,7,9,8,1,4,5,1
2024_2025,Universitatea Craiova,10,10,4,4,2,16,16,10,6,1.6,2,2,0,10,4,2,2,2,6,6,5,1,5,3,1
2024_2025,Petrolul,10,10,3,6,1,15,8,7,1,1.5,1,4,0,2,1,2,2,1,6,6,9,3,6,9,0
2024_2025,FC Hermannstadt,10,10,3,4,3,13,15,12,3,1.3,3,3,0,11,4,0,1,3,4,8,8,5,7,8,0
2024_2025,Rapid Bucuresti,10,10,2,6,2,12,12,13,-1,1.2,0,3,1,5,7,2,3,1,7,6,8,0,8,6,1
2024_2025,Farul Constanta,10,10,3,3,4,12,11,13,-2,1.2,3,0,3,7,8,0,3,1,4,5,8,-1,9,10,0
2024_2025,Sepsi OSK Sfântu Gheorghe,10,10,3,2,5,11,11,14,-3,1.1,2,1,2,6,4,1,1,3,5,10,3,-4,10,7,0
2024_2025,Unirea Slobozia,10,10,3,2,5,11,9,13,-4,1.1,1,1,3,6,8,2,1,2,3,5,6,-1,11,15,0
2024_2025,Politehnica Iași,10,10,3,2,5,11,10,15,-5,1.1,2,1,2,7,6,1,1,3,3,9,7,-2,12,14,0
2024_2025,FCSB,10,10,2,4,4,10,11,14,-3,1.0,2,2,2,7,7,0,2,2,4,7,5,-1,13,1,1
2024_2025,FC Botoșani,10,10,3,1,6,10,9,17,-8,1.0,2,1,2,7,8,1,0,4,2,9,4,-7,14,13,0
2024_2025,Uta Arad,10,10,1,6,3,9,7,11,-4,0.9,0,6,0,4,4,1,0,3,3,7,3,-3,15,11,0
2024_2025,SCM Gloria Buzău,10,10,1,4,5,7,10,20,-10,0.7,0,2,2,2,5,1,2,3,8,15,2,-7,16,16,0
2024_2025,Universitatea Cluj,11,11,6,4,1,22,16,6,10,2.0,4,1,0,11,4,2,3,1,5,2,10,4,1,4,1
2024_2025,Universitatea Craiova,11,11,5,4,2,19,19,10,9,1.7273,3,2,0,13,4,2,2,2,6,6,5,0,2,3,1
2024_2025,CFR Cluj-Napoca,11,11,5,3,3,18,20,14,6,1.6364,3,1,2,12,9,2,2,1,8,5,8,4,3,2,1
2024_2025,Otelul Galati,11,11,4,6,1,18,10,5,5,1.6364,2,2,1,4,2,2,4,0,6,3,7,2,4,12,0
2024_2025,Petrolul,11,11,4,6,1,18,12,8,4,1.6364,2,4,0,6,2,2,2,1,6,6,9,5,5,9,0
2024_2025,Dinamo Bucuresti,11,11,4,5,2,17,20,14,6,1.5455,4,1,0,13,5,0,4,2,7,9,8,1,6,5,1
2024_2025,Politehnica Iași,11,11,4,2,5,14,11,15,-4,1.2727,3,1,2,8,6,1,1,3,3,9,7,-2,7,14,0
2024_2025,FC Hermannstadt,11,11,3,4,4,13,16,16,0,1.1818,3,3,0,11,4,0,1,4,5,12,8,3,8,8,0
2024_2025,Rapid Bucuresti,11,11,2,7,2,13,12,13,-1,1.1818,0,4,1,5,7,2,3,1,7,6,8,0,9,6,1
2024_2025,FCSB,11,11,3,4,4,13,12,14,-2,1.1818,2,2,2,7,7,1,2,2,5,7,8,1,10,1,1
2024_2025,Uta Arad,11,11,2,6,3,12,10,12,-2,1.0909,0,6,0,4,4,2,0,3,6,8,6,0,11,11,0
2024_2025,Farul Constanta,11,11,3,3,5,12,11,14,-3,1.0909,3,0,3,7,8,0,3,2,4,6,5,-3,12,10,0
2024_2025,Sepsi OSK Sfântu Gheorghe,11,11,3,2,6,11,11,15,-4,1.0,2,1,3,6,5,1,1,3,5,10,3,-2,13,7,0
2024_2025,Unirea Slobozia,11,11,3,2,6,11,9,16,-7,1.0,1,1,3,6,8,2,1,3,3,8,6,-3,14,15,0
2024_2025,FC Botoșani,11,11,3,2,6,11,11,19,-8,1.0,2,1,2,7,8,1,1,4,4,11,2,-8,15,13,0
2024_2025,SCM Gloria Buzău,11,11,2,4,5,10,11,20,-9,0.9091,1,2,2,3,5,1,2,3,8,15,5,-2,16,16,0
2024_2025,Universitatea Cluj,12,12,6,5,1,23,18,8,10,1.9167,4,1,0,11,4,2,4,1,7,4,8,2,1,4,1
2024_2025,CFR Cluj-Napoca,12,12,6,3,3,21,22,15,7,1.75,4,1,2,14,10,2,2,1,8,5,8,2,2,2,1
2024_2025,Universitatea Craiova,12,12,5,5,2,20,20,11,9,1.6667,3,2,0,13,4,2,3,2,7,7,6,1,3,3,1
2024_2025,Otelul Galati,12,12,4,7,1,19,11,6,5,1.5833,2,3,1,5,3,2,4,0,6,3,7,2,4,12,0
2024_2025,Dinamo Bucuresti,12,12,4,6,2,18,21,15,6,1.5,4,1,0,13,5,0,5,2,8,10,6,0,5,5,1
2024_2025,Petrolul,12,12,4,6,2,18,13,11,2,1.5,2,4,0,6,2,2,2,2,7,9,8,3,6,9,0
2024_2025,FCSB,12,12,4,4,4,16,15,16,-1,1.3333,3,2,2,10,9,1,2,2,5,7,11,4,7,1,1
2024_2025,Uta Arad,12,12,3,6,3,15,13,13,0,1.25,1,6,0,7,5,2,0,3,6,8,8,2,8,11,0
2024_2025,Sepsi OSK Sfântu Gheorghe,12,12,4,2,6,14,15,15,0,1.1667,2,1,3,6,5,2,1,3,9,10,6,3,9,7,0
2024_2025,Politehnica Iași,12,12,4,2,6,14,12,17,-5,1.1667,3,1,2,8,6,1,1,4,4,11,7,-2,10,14,0
2024_2025,FC Botoșani,12,12,4,2,6,14,13,19,-6,1.1667,3,1,2,9,8,1,1,4,4,11,5,-3,11,13,0
2024_2025,Farul Constanta,12,12,3,4,5,13,12,15,-3,1.0833,3,1,3,8,9,0,3,2,4,6,5,-3,12,10,0
2024_2025,Rapid Bucuresti,12,12,2,7,3,13,12,15,-3,1.0833,0,4,1,5,7,2,3,2,7,8,5,-3,13,6,1
2024_2025,FC Hermannstadt,12,12,3,4,5,13,16,20,-4,1.0833,3,3,1,11,8,0,1,4,5,12,5,-3,14,8,0
2024_2025,Unirea Slobozia,12,12,3,3,6,12,11,18,-7,1.0,1,2,3,8,10,2,1,3,3,8,4,-4,15,15,0
2024_2025,SCM Gloria Buzău,12,12,2,4,6,10,13,23,-10,0.8333,1,2,2,3,5,1,2,4,10,18,5,-1,16,16,0
2024_2025,Universitatea Cluj,13,13,7,5,1,26,20,8,12,2.0,5,1,0,13,4,2,4,1,7,4,8,3,1,4,1
2024_2025,CFR Cluj-Napoca,13,13,6,4,3,22,22,15,7,1.6923,4,1,2,14,10,2,3,1,8,5,6,-1,2,2,1
2024_2025,Universitatea Craiova,13,13,5,6,2,21,20,11,9,1.6154,3,3,0,13,4,2,3,2,7,7,6,1,3,3,1
2024_2025,Otelul Galati,13,13,4,7,2,19,11,8,3,1.4615,2,3,1,5,3,2,4,1,6,5,4,-2,4,12,0
2024_2025,Petrolul,13,13,4,7,2,19,13,11,2,1.4615,2,5,0,6,2,2,2,2,7,9,6,1,5,9,0
2024_2025,FCSB,13,13,5,4,4,19,17,16,1,1.4615,3,2,2,10,9,2,2,2,7,7,11,4,6,1,1
