season,team,round,gp,wins,draws,losses,points,gf,ga,gd,ppg,home_wins,home_draws,home_losses,home_gf,home_ga,away_wins,away_draws,away_losses,away_gf,away_ga,form_pts_last5,form_gd_last5,position,final_position,is_top6
2020_2021,CFR Cluj-Napoca,14,14,9,3,2,30,18,6,12,2.1429,3,2,2,6,4,6,1,0,12,2,12,7,3,2,1
2020_2021,Sepsi OSK Sfântu Gheorghe,14,14,7,5,2,26,23,12,11,1.8571,3,3,1,10,5,4,2,1,13,7,11,7,4,4,1
2020_2021,Academica Clinceni,14,14,6,6,2,24,15,9,6,1.7143,4,1,2,7,4,2,5,0,8,5,11,4,5,5,1
2020_2021,Chindia Târgoviște,14,14,5,4,5,19,10,10,0,1.3571,2,1,3,5,8,3,3,2,5,2,8,2,6,8,0
2020_2021,Viitorul Constanța,14,14,4,6,4,18,19,20,-1,1.2857,3,3,2,14,13,1,3,2,5,7,7,0,7,13,0
2020_2021,FC Botoșani,14,14,4,5,5,17,20,21,-1,1.2143,1,3,2,7,6,3,2,3,13,15,6,-2,8,6,1
2020_2021,Uta Arad,14,14,4,5,5,17,13,19,-6,1.2143,1,2,3,5,8,3,3,2,8,11,3,-8,9,10,0
2020_2021,Dinamo Bucuresti ,14,14,4,3,7,15,17,17,0,1.0714,2,3,3,10,8,2,0,4,7,9,9,4,10,14,0
2020_2021,FC Hermannstadt,14,14,3,6,5,15,17,22,-5,1.0714,2,2,2,8,8,1,4,3,9,14,5,-1,11,15,0
2020_2021,FC Voluntari,14,14,4,2,8,14,19,24,-5,1.0,3,1,4,12,12,1,1,4,7,12,4,-2,12,12,0
2020_2021,Astra ,14,14,3,4,7,13,15,21,-6,0.9286,2,2,4,11,12,1,2,3,4,9,8,2,13,9,0
2020_2021,Gaz Metan Mediaș,14,14,4,1,9,13,18,26,-8,0.9286,1,1,4,7,12,3,0,5,11,14,3,-7,14,11,0
2020_2021,Politehnica Iași,14,14,3,3,8,12,14,33,-19,0.8571,2,3,3,10,14,1,0,5,4,19,2,-9,15,16,0
2020_2021,Arges Pitesti,14,14,2,4,8,10,12,22,-10,0.7143,2,2,4,9,12,0,2,4,3,10,2,-4,16,7,0
2020_2021,Steaua Bucuresti,15,15,11,1,3,34,37,15,22,2.2667,6,1,0,22,4,5,0,3,15,11,10,4,1,1,1
2020_2021,Universitatea Craiova,15,15,10,2,3,32,19,9,10,2.1333,4,0,3,8,6,6,2,0,11,3,8,1,2,3,1
2020_2021,CFR Cluj-Napoca,15,15,9,4,2,31,18,6,12,2.0667,3,3,2,6,4,6,1,0,12,2,10,5,3,2,1
2020_2021,Sepsi OSK Sfântu Gheorghe,15,15,7,6,2,27,24,13,11,1.8,3,3,1,10,5,4,3,1,14,8,11,7,4,4,1
2020_2021,Academica Clinceni,15,15,6,7,2,25,16,10,6,1.6667,4,2,2,8,5,2,5,0,8,5,9,2,5,5,1
2020_2021,Chindia Târgoviște,15,15,5,5,5,20,12,12,0,1.3333,2,2,3,7,10,3,3,2,5,2,6,1,6,8,0
2020_2021,FC Botoșani,15,15,4,6,5,18,21,22,-1,1.2,1,4,2,8,7,3,2,3,13,15,7,1,7,6,1
2020_2021,Viitorul Constanța,15,15,4,6,5,18,19,21,-2,1.2,3,3,2,14,13,1,3,3,5,8,4,-2,8,13,0
2020_2021,Uta Arad,15,15,4,5,6,17,13,25,-12,1.1333,1,2,4,5,14,3,3,2,8,11,3,-12,9,10,0
2020_2021,Astra ,15,15,4,4,7,16,21,21,0,1.0667,2,2,4,11,12,2,2,3,10,9,11,10,10,9,0
2020_2021,Dinamo Bucuresti ,15,15,4,4,7,16,18,18,0,1.0667,2,3,3,10,8,2,1,4,8,10,10,5,11,14,0
2020_2021,Gaz Metan Mediaș,15,15,5,1,9,16,19,26,-7,1.0667,2,1,4,8,12,3,0,5,11,14,3,-8,12,11,0
2020_2021,FC Voluntari,15,15,4,3,8,15,20,25,-5,1.0,3,1,4,12,12,1,2,4,8,13,2,-6,13,12,0
2020_2021,FC Hermannstadt,15,15,3,6,6,15,17,23,-6,1.0,2,2,3,8,9,1,4,3,9,14,4,-2,14,15,0
2020_2021,Politehnica Iași,15,15,4,3,8,15,15,33,-18,1.0,2,3,3,10,14,2,0,5,5,19,5,-4,15,16,0
2020_2021,Arges Pitesti,15,15,2,5,8,11,14,24,-10,0.7333,2,2,4,9,12,0,3,4,5,12,3,-2,16,7,0
2020_2021,Steaua Bucuresti,16,16,12,1,3,37,40,15,25,2.3125,7,1,0,25,4,5,0,3,15,11,10,6,1,1,1
2020_2021,CFR Cluj-Napoca,16,16,10,4,2,34,21,7,14,2.125,4,3,2,9,5,6,1,0,12,2,13,8,2,2,1
2020_2021,Universitatea Craiova,16,16,10,3,3,33,19,9,10,2.0625,4,1,3,8,6,6,2,0,11,3,8,1,3,3,1
2020_2021,Sepsi OSK Sfântu Gheorghe,16,16,7,7,2,28,24,13,11,1.75,3,3,1,10,5,4,4,1,14,8,9,6,4,4,1
2020_2021,Academica Clinceni,16,16,6,7,3,25,17,13,4,1.5625,4,2,2,8,5,2,5,1,9,8,6,-1,5,5,1
2020_2021,Chindia Târgoviște,16,16,5,6,5,21,13,13,0,1.3125,2,3,3,8,11,3,3,2,5,2,7,2,6,8,0
2020_2021,Dinamo Bucuresti ,16,16,5,4,7,19,20,18,2,1.1875,2,3,3,10,8,3,1,4,10,10,10,4,7,14,0
2020_2021,Viitorul Constanța,16,16,4,7,5,19,19,21,-2,1.1875,3,3,2,14,13,1,4,3,5,8,5,-1,8,13,0
2020_2021,Gaz Metan Mediaș,16,16,6,1,9,19,21,26,-5,1.1875,3,1,4,10,12,3,0,5,11,14,6,-5,9,11,0
2020_2021,FC Botoșani,16,16,4,6,6,18,21,23,-2,1.125,1,4,3,8,8,3,2,3,13,15,6,0,10,6,1
2020_2021,Uta Arad,16,16,4,6,6,18,13,25,-12,1.125,1,3,4,5,14,3,3,2,8,11,1,-13,11,10,0
2020_2021,Astra ,16,16,4,4,8,16,21,24,-3,1.0,2,2,4,11,12,2,2,4,10,12,8,6,12,9,0
2020_2021,Politehnica Iași,16,16,4,4,8,16,16,34,-18,1.0,2,3,3,10,14,2,1,5,6,20,5,-4,13,16,0
2020_2021,FC Voluntari,16,16,4,3,9,15,20,27,-7,0.9375,3,1,4,12,12,1,2,5,8,15,2,-5,14,12,0
2020_2021,FC Hermannstadt,16,16,3,6,7,15,17,25,-8,0.9375,2,2,4,8,11,1,4,3,9,14,4,-3,15,15,0
2020_2021,Arges Pitesti,16,16,3,5,8,14,15,24,-9,0.875,2,2,4,9,12,1,3,4,6,12,5,-1,16,7,0
2020_2021,Steaua Bucuresti,17,17,12,2,3,38,42,17,25,2.2353,7,1,0,25,4,5,1,3,17,13,8,3,1,1,1
2020_2021,CFR Cluj-Napoca,17,17,11,4,2,37,22,7,15,2.1765,4,3,2,9,5,7,1,0,13,2,13,7,2,2,1
2020_2021,Universitatea Craiova,17,17,10,4,3,34,20,10,10,2.0,4,1,3,8,6,6,3,0,12,4,6,-1,3,3,1
2020_2021,Sepsi OSK Sfântu Gheorghe,17,17,7,7,3,28,24,14,10,1.6471,3,3,2,10,6,4,4,1,14,8,8,5,4,4,1
2020_2021,Academica Clinceni,17,17,6,8,3,26,17,13,4,1.5294,4,3,2,8,5,2,5,1,9,8,6,-1,5,5,1
2020_2021,Chindia Târgoviște,17,17,6,6,5,24,14,13,1,1.4118,2,3,3,8,11,4,3,2,6,2,9,3,6,8,0
2020_2021,FC Botoșani,17,17,5,6,6,21,22,23,-1,1.2353,1,4,3,8,8,4,2,3,14,15,8,1,7,6,1
2020_2021,Uta Arad,17,17,5,6,6,21,14,25,-11,1.2353,1,3,4,5,14,4,3,2,9,11,4,-9,8,10,0
2020_2021,Viitorul Constanța,17,17,4,8,5,20,21,23,-2,1.1765,3,4,2,16,15,1,4,3,5,8,3,-2,9,13,0
2020_2021,Gaz Metan Mediaș,17,17,6,2,9,20,22,27,-5,1.1765,3,1,4,10,12,3,1,5,12,15,7,-3,10,11,0
2020_2021,Dinamo Bucuresti ,17,17,5,4,8,19,20,19,1,1.1176,2,3,4,10,9,3,1,4,10,10,7,2,11,14,0
2020_2021,Astra ,17,17,4,5,8,17,22,25,-3,1.0,2,3,4,12,13,2,2,4,10,12,8,6,12,9,0
2020_2021,FC Hermannstadt,17,17,3,7,7,16,17,25,-8,0.9412,2,2,4,8,11,1,5,3,9,14,5,-2,13,15,0
2020_2021,Politehnica Iași,17,17,4,4,9,16,16,35,-19,0.9412,2,3,4,10,15,2,1,5,6,20,5,-3,14,16,0
2020_2021,FC Voluntari,17,17,4,3,10,15,20,28,-8,0.8824,3,1,5,12,13,1,2,5,8,15,1,-6,15,12,0
2020_2021,Arges Pitesti,17,17,3,6,8,15,16,25,-9,0.8824,2,3,4,10,13,1,3,4,6,12,6,0,16,7,0
2020_2021,Steaua Bucuresti,18,18,13,2,3,41,44,18,26,2.2778,8,1,0,27,5,5,1,3,17,13,11,6,1,1,1
2020_2021,CFR Cluj-Napoca,18,18,12,4,2,40,25,8,17,2.2222,4,3,2,9,5,8,1,0,16,3,13,7,2,2,1
2020_2021,Universitatea Craiova,18,18,10,5,3,35,21,11,10,1.9444,4,2,3,9,7,6,3,0,12,4,4,-2,3,3,1
2020_2021,Sepsi OSK Sfântu Gheorghe,18,18,8,7,3,31,28,15,13,1.7222,4,3,2,14,7,4,4,1,14,8,8,5,4,4,1
2020_2021,Chindia Târgoviște,18,18,7,6,5,27,16,14,2,1.5,3,3,3,10,12,4,3,2,6,2,11,4,5,8,0
2020_2021,Academica Clinceni,18,18,6,8,4,26,18,15,3,1.4444,4,3,2,8,5,2,5,2,10,10,3,-3,6,5,1
2020_2021,FC Botoșani,18,18,6,6,6,24,26,23,3,1.3333,2,4,3,12,8,4,2,3,14,15,10,5,7,6,1
2020_2021,Gaz Metan Mediaș,18,18,7,2,9,23,24,28,-4,1.2778,4,1,4,12,13,3,1,5,12,15,10,1,8,11,0
2020_2021,Viitorul Constanța,18,18,4,9,5,21,22,24,-2,1.1667,3,4,2,16,15,1,5,3,6,9,3,-2,9,13,0
2020_2021,Uta Arad,18,18,5,6,7,21,15,27,-12,1.1667,1,3,5,6,16,4,3,2,9,11,4,-9,10,10,0
2020_2021,Dinamo Bucuresti ,18,18,5,4,9,19,20,23,-3,1.0556,2,3,4,10,9,3,1,5,10,14,4,-5,11,14,0
2020_2021,Arges Pitesti,18,18,4,6,8,18,18,26,-8,1.0,2,3,4,10,13,2,3,4,8,13,9,2,12,7,0
2020_2021,Astra ,18,18,4,5,9,17,23,29,-6,0.9444,2,3,4,12,13,2,2,5,11,16,7,3,13,9,0
2020_2021,FC Hermannstadt,18,18,3,7,8,16,18,28,-10,0.8889,2,2,5,9,14,1,5,3,9,14,2,-5,14,15,0
2020_2021,Politehnica Iași,18,18,4,4,10,16,17,37,-20,0.8889,2,3,4,10,15,2,1,6,7,22,5,-1,15,16,0
2020_2021,FC Voluntari,18,18,4,3,11,15,21,30,-9,0.8333,3,1,5,12,13,1,2,6,9,17,1,-6,16,12,0
2020_2021,Steaua Bucuresti,19,19,13,3,3,42,44,18,26,2.2105,8,1,0,27,5,5,2,3,17,13,9,4,1,1,1
2020_2021,CFR Cluj-Napoca,19,19,12,5,2,41,26,9,17,2.1579,4,4,2,10,6,8,1,0,16,3,11,5,2,2,1
2020_2021,Universitatea Craiova,19,19,10,6,3,36,22,12,10,1.8947,4,2,3,9,7,6,4,0,13,5,5,0,3,3,1
2020_2021,Sepsi OSK Sfântu Gheorghe,19,19,8,8,3,32,31,18,13,1.6842,4,3,2,14,7,4,5,1,17,11,6,2,4,4,1
2020_2021,Academica Clinceni,19,19,7,8,4,29,20,16,4,1.5263,5,3,2,10,6,2,5,2,10,10,5,-2,5,5,1
2020_2021,Chindia Târgoviște,19,19,7,7,5,28,17,15,2,1.4737,3,3,3,10,12,4,4,2,7,3,9,2,6,8,0
2020_2021,FC Botoșani,19,19,6,6,7,24,27,25,2,1.2632,2,4,3,12,8,4,2,4,15,17,7,3,7,6,1
2020_2021,Uta Arad,19,19,6,6,7,24,17,28,-11,1.2632,1,3,5,6,16,5,3,2,11,12,7,-5,8,10,0
2020_2021,Gaz Metan Mediaș,19,19,7,2,10,23,25,30,-5,1.2105,4,1,4,12,13,3,1,6,13,17,10,3,9,11,0
2020_2021,Viitorul Constanța,19,19,4,10,5,22,25,27,-2,1.1579,3,5,2,19,18,1,5,3,6,9,4,-1,10,13,0
2020_2021,Dinamo Bucuresti ,19,19,6,4,9,22,22,24,-2,1.1579,3,3,4,12,10,3,1,5,10,14,7,-2,11,14,0
2020_2021,Arges Pitesti,19,19,4,7,8,19,18,26,-8,1.0,2,4,4,10,13,2,3,4,8,13,9,2,12,7,0
2020_2021,Astra ,19,19,4,6,9,18,24,30,-6,0.9474,2,3,4,12,13,2,3,5,12,17,5,0,13,9,0
2020_2021,FC Hermannstadt,19,19,3,8,8,17,19,29,-10,0.8947,2,3,5,10,15,1,5,3,9,14,2,-5,14,15,0
2020_2021,FC Voluntari,19,19,4,4,11,16,22,31,-9,0.8421,3,2,5,13,14,1,2,6,9,17,2,-4,15,12,0
2020_2021,Politehnica Iași,19,19,4,4,11,16,18,39,-21,0.8421,2,3,5,11,17,2,1,6,7,22,4,-2,16,16,0
2020_2021,Steaua Bucuresti,20,20,14,3,3,45,47,19,28,2.25,9,1,0,30,6,5,2,3,17,13,11,6,1,1,1
2020_2021,CFR Cluj-Napoca,20,20,13,5,2,44,27,9,18,2.2,4,4,2,10,6,9,1,0,17,3,13,6,2,2,1
2020_2021,Universitatea Craiova,20,20,10,7,3,37,23,13,10,1.85,4,3,3,10,8,6,4,0,13,5,5,0,3,3,1
2020_2021,Sepsi OSK Sfântu Gheorghe,20,20,8,9,3,33,33,20,13,1.65,4,4,2,16,9,4,5,1,17,11,6,2,4,4,1
2020_2021,Academica Clinceni,20,20,7,9,4,30,21,17,4,1.5,5,3,2,10,6,2,6,2,11,11,5,-2,5,5,1
2020_2021,Chindia Târgoviște,20,20,7,7,6,28,17,16,1,1.4,3,3,4,10,13,4,4,2,7,3,8,1,6,8,0
2020_2021,FC Botoșani,20,20,7,6,7,27,28,25,3,1.35,3,4,3,13,8,4,2,4,15,17,9,4,7,6,1
2020_2021,Dinamo Bucuresti ,20,20,7,4,9,25,23,24,-1,1.25,3,3,4,12,10,4,1,5,11,14,9,-1,8,14,0
2020_2021,Gaz Metan Mediaș,20,20,7,3,10,24,26,31,-5,1.2,4,2,4,13,14,3,1,6,13,17,8,2,9,11,0
2020_2021,Uta Arad,20,20,6,6,8,24,17,29,-12,1.2,1,3,6,6,17,5,3,2,11,12,7,0,10,10,0
2020_2021,Viitorul Constanța,20,20,4,11,5,23,26,28,-2,1.15,3,5,2,19,18,1,6,3,7,10,5,0,11,13,0
2020_2021,Arges Pitesti,20,20,4,8,8,20,19,27,-8,1.0,2,4,4,10,13,2,4,4,9,14,9,2,12,7,0
2020_2021,Astra ,20,20,4,7,9,19,25,31,-6,0.95,2,4,4,13,14,2,3,5,12,17,3,-6,13,9,0
2020_2021,FC Voluntari,20,20,4,5,11,17,24,33,-9,0.85,3,2,5,13,14,1,3,6,11,19,2,-4,14,12,0
2020_2021,FC Hermannstadt,20,20,3,8,9,17,19,30,-11,0.85,2,3,5,10,15,1,5,4,9,15,2,-5,15,15,0
2020_2021,Politehnica Iași,20,20,4,4,12,16,19,42,-23,0.8,2,3,5,11,17,2,1,7,8,25,1,-5,16,16,0
2020_2021,Steaua Bucuresti,21,21,15,3,3,48,48,19,29,2.2857,9,1,0,30,6,6,2,3,18,13,11,4,1,1,1
2020_2021,CFR Cluj-Napoca,21,21,14,5,2,47,29,10,19,2.2381,5,4,2,12,7,9,1,0,17,3,13,5,2,2,1
2020_2021,Universitatea Craiova,21,21,11,7,3,40,26,13,13,1.9048,4,3,3,10,8,7,4,0,16,5,7,3,3,3,1
2020_2021,Sepsi OSK Sfântu Gheorghe,21,21,8,10,3,34,34,21,13,1.619,4,4,2,16,9,4,6,1,18,12,6,2,4,4,1
2020_2021,FC Botoșani,21,21,8,6,7,30,31,27,4,1.4286,3,4,3,13,8,5,2,4,18,19,12,6,5,6,1
2020_2021,Academica Clinceni,21,21,7,9,5,30,21,20,1,1.4286,5,3,3,10,9,2,6,2,11,11,5,-3,6,5,1
2020_2021,Chindia Târgoviște,21,21,7,7,7,28,19,19,0,1.3333,3,3,5,12,16,4,4,2,7,3,7,0,7,8,0
2020_2021,Uta Arad,21,21,7,6,8,27,20,29,-9,1.2857,1,3,6,6,17,6,3,2,14,12,9,3,8,10,0
2020_2021,Dinamo Bucuresti ,21,21,7,4,10,25,23,25,-2,1.1905,3,3,5,12,11,4,1,5,11,14,6,-4,9,14,0
2020_2021,Gaz Metan Mediaș,21,21,7,4,10,25,27,32,-5,1.1905,4,2,4,13,14,3,2,6,14,18,6,0,10,11,0
2020_2021,Viitorul Constanța,21,21,4,11,6,23,27,30,-3,1.0952,3,5,2,19,18,1,6,4,8,12,4,-1,11,13,0
2020_2021,Astra ,21,21,5,7,9,22,28,32,-4,1.0476,2,4,4,13,14,3,3,5,15,18,6,-1,12,9,0
2020_2021,Arges Pitesti,21,21,4,9,8,21,20,28,-8,1.0,2,5,4,11,14,2,4,4,9,14,7,1,13,7,0
2020_2021,FC Hermannstadt,21,21,3,9,9,18,20,31,-11,0.8571,2,4,5,11,16,1,5,4,9,15,3,-3,14,15,0
2020_2021,FC Voluntari,21,21,4,5,12,17,25,36,-11,0.8095,3,2,6,14,17,1,3,6,11,19,2,-4,15,12,0
2020_2021,Politehnica Iași,21,21,4,4,13,16,19,45,-26,0.7619,2,3,6,11,20,2,1,7,8,25,0,-8,16,16,0
2020_2021,Steaua Bucuresti,22,22,15,3,4,48,48,20,28,2.1818,9,1,1,30,7,6,2,3,18,13,10,3,1,1,1
2020_2021,CFR Cluj-Napoca,22,22,14,5,3,47,30,12,18,2.1364,5,4,2,12,7,9,1,1,18,5,10,3,2,2,1
2020_2021,Universitatea Craiova,22,22,12,7,3,43,27,13,14,1.9545,5,3,3,11,8,7,4,0,16,5,9,4,3,3,1
2020_2021,Sepsi OSK Sfântu Gheorghe,22,22,8,11,3,35,37,24,13,1.5909,4,5,2,19,12,4,6,1,18,12,7,3,4,4,1
2020_2021,FC Botoșani,22,22,9,6,7,33,33,28,5,1.5,4,4,3,15,9,5,2,4,18,19,12,6,5,6,1
2020_2021,Academica Clinceni,22,22,8,9,5,33,22,20,2,1.5,5,3,3,10,9,3,6,2,12,11,7,-2,6,5,1
2020_2021,Chindia Târgoviște,22,22,7,7,8,28,19,20,-1,1.2727,3,3,5,12,16,4,4,3,7,4,4,-2,7,8,0
2020_2021,Gaz Metan Mediaș,22,22,8,4,10,28,28,32,-4,1.2727,5,2,4,14,14,3,2,6,14,18,8,1,8,11,0
2020_2021,Uta Arad,22,22,7,7,8,28,21,30,-9,1.2727,1,4,6,7,18,6,3,2,14,12,7,2,9,10,0
2020_2021,Dinamo Bucuresti ,22,22,7,4,11,25,23,26,-3,1.1364,3,3,5,12,11,4,1,6,11,15,6,-4,10,14,0
2020_2021,Arges Pitesti,22,22,5,9,8,24,22,28,-6,1.0909,2,5,4,11,14,3,4,4,11,14,9,3,11,7,0
2020_2021,Viitorul Constanța,22,22,4,11,7,23,27,31,-4,1.0455,3,5,3,19,19,1,6,4,8,12,3,-2,12,13,0
2020_2021,Astra ,22,22,5,7,10,22,28,34,-6,1.0,2,4,5,13,16,3,3,5,15,18,5,-3,13,9,0
2020_2021,FC Voluntari,22,22,5,5,12,20,26,36,-10,0.9091,3,2,6,14,17,2,3,6,12,19,5,-2,14,12,0
2020_2021,FC Hermannstadt,22,22,3,10,9,19,21,32,-11,0.8636,2,4,5,11,16,1,6,4,10,16,3,-3,15,15,0
2020_2021,Politehnica Iași,22,22,4,5,13,17,22,48,-26,0.7727,2,3,6,11,20,2,2,7,11,28,1,-7,16,16,0
2020_2021,Steaua Bucuresti,23,23,15,3,5,48,48,21,27,2.087,9,1,1,30,7,6,2,4,18,14,7,1,1,1,1
2020_2021,CFR Cluj-Napoca,23,23,14,6,3,48,30,12,18,2.087,5,5,2,12,7,9,1,1,18,5,8,1,2,2,1
2020_2021,Universitatea Craiova,23,23,12,8,3,44,27,13,14,1.913,5,3,3,11,8,7,5,0,16,5,9,4,3,3,1
2020_2021,Sepsi OSK Sfântu Gheorghe,23,23,8,12,3,36,37,24,13,1.5652,4,5,2,19,12,4,7,1,18,12,5,0,4,4,1
2020_2021,FC Botoșani,23,23,10,6,7,36,35,29,6,1.5652,5,4,3,17,10,5,2,4,18,19,12,3,5,6,1
2020_2021,Academica Clinceni,23,23,8,10,5,34,22,20,2,1.4783,5,4,3,10,9,3,6,2,12,11,8,-1,6,5,1
2020_2021,Chindia Târgoviște,23,23,7,8,8,29,20,21,-1,1.2609,3,4,5,13,17,4,4,3,7,4,2,-3,7,8,0
2020_2021,Uta Arad,23,23,7,8,8,29,22,31,-9,1.2609,1,4,6,7,18,6,4,2,15,13,8,3,8,10,0
2020_2021,Gaz Metan Mediaș,23,23,8,4,11,28,29,34,-5,1.2174,5,2,4,14,14,3,2,7,15,20,5,-1,9,11,0
2020_2021,Arges Pitesti,23,23,6,9,8,27,23,28,-5,1.1739,3,5,4,12,14,3,4,4,11,14,9,3,10,7,0
2020_2021,Dinamo Bucuresti ,23,23,7,5,11,26,23,26,-3,1.1304,3,4,5,12,11,4,1,6,11,15,7,0,11,14,0
2020_2021,Astra ,23,23,6,7,10,25,31,36,-5,1.087,2,4,5,13,16,4,3,5,18,20,8,1,12,9,0
2020_2021,Viitorul Constanța,23,23,4,11,8,23,27,32,-5,1.0,3,5,3,19,19,1,6,5,8,13,2,-3,13,13,0
2020_2021,FC Hermannstadt,23,23,4,10,9,22,22,32,-10,0.9565,3,4,5,12,16,1,6,4,10,16,6,0,14,15,0
2020_2021,FC Voluntari,23,23,5,6,12,21,26,36,-10,0.913,3,2,6,14,17,2,4,6,12,19,6,-1,15,12,0
2020_2021,Politehnica Iași,23,23,4,5,14,17,24,51,-27,0.7391,2,3,7,13,23,2,2,7,11,28,1,-7,16,16,0
2020_2021,Steaua Bucuresti,24,24,16,3,5,51,49,21,28,2.125,10,1,1,31,7,6,2,4,18,14,9,2,1,1,1
2020_2021,CFR Cluj-Napoca,24,24,15,6,3,51,31,12,19,2.125,5,5,2,12,7,10,1,1,19,5,10,2,2,2,1
2020_2021,Universitatea Craiova,24,24,13,8,3,47,28,13,15,1.9583,6,3,3,12,8,7,5,0,16,5,11,5,3,3,1
2020_2021,Sepsi OSK Sfântu Gheorghe,24,24,8,13,3,37,37,24,13,1.5417,4,6,2,19,12,4,7,1,18,12,5,0,4,4,1
2020_2021,FC Botoșani,24,24,10,7,7,37,35,29,6,1.5417,5,4,3,17,10,5,3,4,18,19,13,4,5,6,1
2020_2021,Academica Clinceni,24,24,8,11,5,35,22,20,2,1.4583,5,4,3,10,9,3,7,2,12,11,6,-2,6,5,1
2020_2021,Arges Pitesti,24,24,7,9,8,30,24,28,-4,1.25,3,5,4,12,14,4,4,4,12,14,11,4,7,7,0
2020_2021,Uta Arad,24,24,7,9,8,30,22,31,-9,1.25,1,5,6,7,18,6,4,2,15,13,6,2,8,10,0
2020_2021,Chindia Târgoviște,24,24,7,8,9,29,20,22,-2,1.2083,3,4,5,13,17,4,4,4,7,5,1,-4,9,8,0
2020_2021,Astra ,24,24,7,7,10,28,33,36,-3,1.1667,3,4,5,15,16,4,3,5,18,20,10,3,10,9,0
2020_2021,Gaz Metan Mediaș,24,24,8,4,12,28,29,35,-6,1.1667,5,2,5,14,15,3,2,7,15,20,5,-1,11,11,0
2020_2021,Dinamo Bucuresti ,24,24,7,5,12,26,23,28,-5,1.0833,3,4,5,12,11,4,1,7,11,17,4,-3,12,14,0
2020_2021,Viitorul Constanța,24,24,4,11,9,23,28,34,-6,0.9583,3,5,4,20,21,1,6,5,8,13,1,-4,13,13,0
2020_2021,FC Hermannstadt,24,24,4,10,10,22,22,33,-11,0.9167,3,4,5,12,16,1,6,5,10,17,5,-1,14,15,0
2020_2021,FC Voluntari,24,24,5,6,13,21,26,37,-11,0.875,3,2,7,14,18,2,4,6,12,19,5,-2,15,12,0
2020_2021,Politehnica Iași,24,24,5,5,14,20,26,52,-26,0.8333,2,3,7,13,23,3,2,7,13,29,4,-5,16,16,0
2020_2021,Steaua Bucuresti,25,25,17,3,5,54,51,21,30,2.16,10,1,1,31,7,7,2,4,20,14,9,2,1,1,1
2020_2021,CFR Cluj-Napoca,25,25,16,6,3,54,36,12,24,2.16,6,5,2,17,7,10,1,1,19,5,10,6,2,2,1
2020_2021,Universitatea Craiova,25,25,13,8,4,47,28,14,14,1.88,6,3,3,12,8,7,5,1,16,6,10,4,3,3,1
2020_2021,Sepsi OSK Sfântu Gheorghe,25,25,9,13,3,40,39,25,14,1.6,4,6,2,19,12,5,7,1,20,13,7,1,4,4,1
2020_2021,FC Botoșani,25,25,10,7,8,37,35,31,4,1.48,5,4,4,17,12,5,3,4,18,19,10,1,5,6,1
2020_2021,Academica Clinceni,25,25,8,12,5,36,23,21,2,1.44,5,5,3,11,10,3,7,2,12,11,6,-2,6,5,1
2020_2021,Uta Arad,25,25,8,9,8,33,24,32,-8,1.32,1,5,6,7,18,7,4,2,17,14,9,4,7,10,0
2020_2021,Chindia Târgoviște,25,25,8,8,9,32,21,22,-1,1.28,4,4,5,14,17,4,4,4,7,5,4,-2,8,8,0
2020_2021,Arges Pitesti,25,25,7,9,9,30,24,33,-9,1.2,3,5,4,12,14,4,4,5,12,19,10,-1,9,7,0
2020_2021,Astra ,25,25,7,8,10,29,34,37,-3,1.16,3,4,5,15,16,4,4,5,19,21,10,3,10,9,0
2020_2021,Gaz Metan Mediaș,25,25,8,4,13,28,30,37,-7,1.12,5,2,6,15,17,3,2,7,15,20,4,-2,11,11,0
2020_2021,Viitorul Constanța,25,25,5,11,9,26,33,34,-1,1.04,3,5,4,20,21,2,6,5,13,13,3,1,12,13,0
2020_2021,Dinamo Bucuresti ,25,25,7,5,13,26,23,33,-10,1.04,3,4,6,12,16,4,1,7,11,17,1,-9,13,14,0
2020_2021,FC Voluntari,25,25,6,6,13,24,28,37,-9,0.96,3,2,7,14,18,3,4,6,14,19,7,0,14,12,0
2020_2021,FC Hermannstadt,25,25,4,10,11,22,23,35,-12,0.88,3,4,6,13,18,1,6,5,10,17,5,-1,15,15,0
2020_2021,Politehnica Iași,25,25,5,5,15,20,26,54,-28,0.8,2,3,8,13,25,3,2,7,13,29,4,-5,16,16,0
2020_2021,Steaua Bucuresti,26,26,18,3,5,57,52,21,31,2.1923,11,1,1,32,7,7,2,4,20,14,9,2,1,1,1
2020_2021,CFR Cluj-Napoca,26,26,17,6,3,57,37,12,25,2.1923,6,5,2,17,7,11,1,1,20,5,10,6,2,2,1
2020_2021,Universitatea Craiova,26,26,14,8,4,50,29,14,15,1.9231,7,3,3,13,8,7,5,1,16,6,10,2,3,3,1
2020_2021,Sepsi OSK Sfântu Gheorghe,26,26,9,13,4,40,39,26,13,1.5385,4,6,3,19,13,5,7,1,20,13,6,0,4,4,1
2020_2021,FC Botoșani,26,26,10,7,9,37,35,32,3,1.4231,5,4,4,17,12,5,3,5,18,20,7,-1,5,6,1
2020_2021,Academica Clinceni,26,26,8,13,5,37,24,22,2,1.4231,5,5,3,11,10,3,8,2,13,12,7,1,6,5,1
2020_2021,Chindia Târgoviște,26,26,9,8,9,35,22,22,0,1.3462,4,4,5,14,17,5,4,4,8,5,7,0,7,8,0
2020_2021,Arges Pitesti,26,26,8,9,9,33,26,34,-8,1.2692,4,5,4,14,15,4,4,5,12,19,12,0,8,7,0
