season,team,round,gp,wins,draws,losses,points,gf,ga,gd,ppg,home_wins,home_draws,home_losses,home_gf,home_ga,away_wins,away_draws,away_losses,away_gf,away_ga,form_pts_last5,form_gd_last5,position,final_position,is_top6
2022_2023,Farul Constanta,3,3,2,1,0,7,4,1,3,2.3333,1,1,0,2,1,1,0,0,2,0,7,3,1,1,1
2022_2023,FC Botoșani,3,3,2,1,0,7,5,3,2,2.3333,1,0,0,3,2,1,1,0,2,1,7,2,2,13,0
2022_2023,FC Voluntari,3,3,2,0,1,6,4,1,3,2.0,1,0,1,3,1,1,0,0,1,0,6,3,3,10,0
2022_2023,Rapid Bucuresti,3,3,2,0,1,6,3,1,2,2.0,1,0,0,2,0,1,0,1,1,1,6,2,4,5,1
2022_2023,CFR Cluj-Napoca,3,3,2,0,1,6,6,5,1,2.0,2,0,0,5,2,0,0,1,1,3,6,1,5,2,1
2022_2023,Arges Pitesti,3,3,2,0,1,6,5,5,0,2.0,2,0,0,5,1,0,0,1,0,4,6,0,6,15,0
2022_2023,Sepsi OSK Sfântu Gheorghe,3,3,1,2,0,5,7,3,4,1.6667,1,0,0,4,0,0,2,0,3,3,5,4,7,6,1
2022_2023,FC Hermannstadt,3,3,1,2,0,5,5,2,3,1.6667,1,1,0,4,1,0,1,0,1,1,5,3,8,7,0
2022_2023,FC U Craiova 1948,3,3,1,1,1,4,5,4,1,1.3333,1,0,0,3,1,0,1,1,2,3,4,1,9,8,0
2022_2023,Uta Arad,3,3,1,0,2,3,2,5,-3,1.0,1,0,0,2,0,0,0,2,0,5,3,-3,10,14,0
2022_2023,Universitatea Craiova,3,3,0,2,1,2,3,4,-1,0.6667,0,1,1,2,3,0,1,0,1,1,2,-1,11,4,1
2022_2023,Chindia Târgoviște,3,3,0,2,1,2,3,4,-1,0.6667,0,1,0,1,1,0,1,1,2,3,2,-1,12,12,0
2022_2023,Universitatea Cluj,3,3,0,2,1,2,3,5,-2,0.6667,0,1,0,1,1,0,1,1,2,4,2,-2,13,11,0
2022_2023,Steaua Bucuresti,3,3,0,2,1,2,2,4,-2,0.6667,0,2,0,2,2,0,0,1,0,2,2,-2,14,3,1
2022_2023,Petrolul,3,3,0,1,2,1,1,4,-3,0.3333,0,1,1,1,2,0,0,1,0,2,1,-3,15,9,0
2022_2023,CS Mioveni,3,3,0,0,3,0,2,9,-7,0.0,0,0,1,0,2,0,0,2,2,7,0,-7,16,16,0
2022_2023,CFR Cluj-Napoca,4,4,3,0,1,9,8,5,3,2.25,2,0,0,5,2,1,0,1,3,3,9,3,1,2,1
2022_2023,Rapid Bucuresti,4,4,3,0,1,9,5,2,3,2.25,2,0,0,4,1,1,0,1,1,1,9,3,2,5,1
2022_2023,FC Hermannstadt,4,4,2,2,0,8,7,3,4,2.0,2,1,0,6,2,0,1,0,1,1,8,4,3,7,0
2022_2023,Farul Constanta,4,4,2,2,0,8,5,2,3,2.0,1,1,0,2,1,1,1,0,3,1,8,3,4,1,1
2022_2023,FC Botoșani,4,4,2,2,0,8,6,4,2,2.0,1,1,0,4,3,1,1,0,2,1,8,2,5,13,0
2022_2023,Sepsi OSK Sfântu Gheorghe,4,4,1,3,0,6,7,3,4,1.5,1,1,0,4,0,0,2,0,3,3,6,4,6,6,1
2022_2023,FC Voluntari,4,4,2,0,2,6,5,3,2,1.5,1,0,1,3,1,1,0,1,2,2,6,2,7,10,0
2022_2023,Arges Pitesti,4,4,2,0,2,6,6,7,-1,1.5,2,0,0,5,1,0,0,2,1,6,6,-1,8,15,0
2022_2023,Universitatea Craiova,4,4,1,2,1,5,5,5,0,1.25,0,1,1,2,3,1,1,0,3,2,5,0,9,4,1
2022_2023,FC U Craiova 1948,4,4,1,1,2,4,6,6,0,1.0,1,0,1,4,3,0,1,1,2,3,4,0,10,8,0
2022_2023,Petrolul,4,4,1,1,2,4,2,4,-2,1.0,0,1,1,1,2,1,0,1,1,2,4,-2,11,9,0
2022_2023,Uta Arad,4,4,1,1,2,4,2,5,-3,1.0,1,0,0,2,0,0,1,2,0,5,4,-3,12,14,0
2022_2023,Steaua Bucuresti,4,4,0,3,1,3,3,5,-2,0.75,0,2,0,2,2,0,1,1,1,3,3,-2,13,3,1
2022_2023,Universitatea Cluj,4,4,0,2,2,2,3,6,-3,0.5,0,1,1,1,2,0,1,1,2,4,2,-3,14,11,0
2022_2023,Chindia Târgoviște,4,4,0,2,2,2,3,6,-3,0.5,0,1,1,1,3,0,1,1,2,3,2,-3,15,12,0
2022_2023,CS Mioveni,4,4,0,1,3,1,3,10,-7,0.25,0,1,1,1,3,0,0,2,2,7,1,-7,16,16,0
2022_2023,FC Botoșani,5,5,3,2,0,11,7,4,3,2.2,1,1,0,4,3,2,1,0,3,1,11,3,1,13,0
2022_2023,FC Hermannstadt,5,5,2,3,0,9,7,3,4,1.8,2,1,0,6,2,0,2,0,1,1,9,4,2,7,0
2022_2023,Farul Constanta,5,5,2,3,0,9,5,2,3,1.8,1,2,0,2,1,1,1,0,3,1,9,3,3,1,1
2022_2023,CFR Cluj-Napoca,5,5,3,0,2,9,8,6,2,1.8,2,0,1,5,3,1,0,1,3,3,9,2,4,2,1
2022_2023,Rapid Bucuresti,5,5,3,0,2,9,5,3,2,1.8,2,0,0,4,1,1,0,2,1,2,9,2,5,5,1
2022_2023,Universitatea Craiova,5,5,2,2,1,8,6,5,1,1.6,1,1,1,3,3,1,1,0,3,2,8,1,6,4,1
2022_2023,Sepsi OSK Sfântu Gheorghe,5,5,1,4,0,7,7,3,4,1.4,1,1,0,4,0,0,3,0,3,3,7,4,7,6,1
2022_2023,FC U Craiova 1948,5,5,2,1,2,7,8,6,2,1.4,1,0,1,4,3,1,1,1,4,3,7,2,8,8,0
2022_2023,FC Voluntari,5,5,2,1,2,7,5,3,2,1.4,1,1,1,3,1,1,0,1,2,2,7,2,9,10,0
2022_2023,Petrolul,5,5,2,1,2,7,3,4,-1,1.4,1,1,1,2,2,1,0,1,1,2,7,-1,10,9,0
2022_2023,Uta Arad,5,5,2,1,2,7,4,6,-2,1.4,2,0,0,4,1,0,1,2,0,5,7,-2,11,14,0
2022_2023,Steaua Bucuresti,5,5,1,3,1,6,6,7,-1,1.2,1,2,0,5,4,0,1,1,1,3,6,-1,12,3,1
2022_2023,Arges Pitesti,5,5,2,0,3,6,6,9,-3,1.2,2,0,1,5,3,0,0,2,1,6,6,-3,13,15,0
2022_2023,Chindia Târgoviște,5,5,0,2,3,2,5,9,-4,0.4,0,1,1,1,3,0,1,2,4,6,2,-4,14,12,0
2022_2023,Universitatea Cluj,5,5,0,2,3,2,4,8,-4,0.4,0,1,1,1,2,0,1,2,3,6,2,-4,15,11,0
2022_2023,CS Mioveni,5,5,0,1,4,1,3,11,-8,0.2,0,1,1,1,3,0,0,3,2,8,1,-8,16,16,0
2022_2023,Farul Constanta,6,6,3,3,0,12,7,3,4,2.0,2,2,0,4,2,1,1,0,3,1,9,3,1,1,1
2022_2023,CFR Cluj-Napoca,6,6,4,0,2,12,11,8,3,2.0,2,0,1,5,3,2,0,1,6,5,9,2,2,2,1
2022_2023,Rapid Bucuresti,6,6,4,0,2,12,6,3,3,2.0,3,0,0,5,1,1,0,2,1,2,12,4,3,5,1
2022_2023,FC Botoșani,6,6,3,2,1,11,9,7,2,1.8333,1,1,1,6,6,2,1,0,3,1,8,1,4,13,0
2022_2023,Sepsi OSK Sfântu Gheorghe,6,6,2,4,0,10,8,3,5,1.6667,1,1,0,4,0,1,3,0,4,3,9,5,5,6,1
2022_2023,Petrolul,6,6,3,1,2,10,4,4,0,1.6667,1,1,1,2,2,2,0,1,2,2,10,1,6,9,0
2022_2023,FC Hermannstadt,6,6,2,3,1,9,9,6,3,1.5,2,1,1,8,5,0,2,0,1,1,6,0,7,7,0
2022_2023,Universitatea Craiova,6,6,2,3,1,9,7,6,1,1.5,1,1,1,3,3,1,2,0,4,3,8,1,8,4,1
2022_2023,Steaua Bucuresti,6,6,2,3,1,9,9,9,0,1.5,1,2,0,5,4,1,1,1,4,5,8,0,9,3,1
2022_2023,Arges Pitesti,6,6,3,0,3,9,7,9,-2,1.5,2,0,1,5,3,1,0,2,2,6,6,-4,10,15,0
2022_2023,FC U Craiova 1948,6,6,2,1,3,7,8,7,1,1.1667,1,0,2,4,4,1,1,1,4,3,7,2,11,8,0
2022_2023,FC Voluntari,6,6,2,1,3,7,6,5,1,1.1667,1,1,1,3,1,1,0,2,3,4,4,0,12,10,0
2022_2023,Uta Arad,6,6,2,1,3,7,4,7,-3,1.1667,2,0,0,4,1,0,1,3,0,6,7,-1,13,14,0
2022_2023,Chindia Târgoviște,6,6,0,3,3,3,6,10,-4,0.5,0,2,1,2,4,0,1,2,4,6,3,-3,14,12,0
2022_2023,Universitatea Cluj,6,6,0,2,4,2,4,9,-5,0.3333,0,1,2,1,3,0,1,2,3,6,1,-5,15,11,0
2022_2023,CS Mioveni,6,6,0,1,5,1,3,12,-9,0.1667,0,1,2,1,4,0,0,3,2,8,1,-6,16,16,0
2022_2023,Farul Constanta,7,7,4,3,0,15,10,4,6,2.1429,2,2,0,4,2,2,1,0,6,2,9,3,1,1,1
2022_2023,Rapid Bucuresti,7,7,5,0,2,15,8,4,4,2.1429,3,0,0,5,1,2,0,2,3,3,12,3,2,5,1
2022_2023,Universitatea Craiova,7,7,3,3,1,12,8,6,2,1.7143,2,1,1,4,3,1,2,0,4,3,10,2,3,4,1
2022_2023,CFR Cluj-Napoca,7,7,4,0,3,12,12,11,1,1.7143,2,0,2,6,6,2,0,1,6,5,9,2,4,2,1
2022_2023,Arges Pitesti,7,7,4,0,3,12,9,10,-1,1.7143,3,0,1,7,4,1,0,2,2,6,9,1,5,15,0
2022_2023,FC Botoșani,7,7,3,2,2,11,9,8,1,1.5714,1,1,1,6,6,2,1,1,3,2,5,-1,6,13,0
2022_2023,Petrolul,7,7,3,2,2,11,4,4,0,1.5714,1,2,1,2,2,2,0,1,2,2,11,3,7,9,0
2022_2023,Sepsi OSK Sfântu Gheorghe,7,7,2,4,1,10,9,5,4,1.4286,1,1,1,5,2,1,3,0,4,3,6,0,8,6,1
2022_2023,FC Hermannstadt,7,7,2,4,1,10,11,8,3,1.4286,2,1,1,8,5,0,3,0,3,3,6,0,9,7,0
2022_2023,Steaua Bucuresti,7,7,2,4,1,10,11,11,0,1.4286,1,3,0,7,6,1,1,1,4,5,9,2,10,3,1
2022_2023,Uta Arad,7,7,3,1,3,10,6,8,-2,1.4286,3,0,0,6,2,0,1,3,0,6,7,-2,11,14,0
2022_2023,FC Voluntari,7,7,2,2,3,8,6,5,1,1.1429,1,2,1,3,1,1,0,2,3,4,5,1,12,10,0
2022_2023,FC U Craiova 1948,7,7,2,1,4,7,9,9,0,1.0,1,0,2,4,4,1,1,2,5,5,4,-1,13,8,0
2022_2023,Chindia Târgoviște,7,7,0,3,4,3,7,12,-5,0.4286,0,2,1,2,4,0,1,3,5,8,2,-4,14,12,0
2022_2023,Universitatea Cluj,7,7,0,3,4,3,4,9,-5,0.4286,0,1,2,1,3,0,2,2,3,6,1,-5,15,11,0
2022_2023,CS Mioveni,7,7,0,2,5,2,3,12,-9,0.2857,0,1,2,1,4,0,1,3,2,8,2,-4,16,16,0
2022_2023,Farul Constanta,8,8,5,3,0,18,13,5,8,2.25,3,2,0,7,3,2,1,0,6,2,11,5,1,1,1
2022_2023,Rapid Bucuresti,8,8,6,0,2,18,9,4,5,2.25,4,0,0,6,1,2,0,2,3,3,12,3,2,5,1
2022_2023,CFR Cluj-Napoca,8,8,5,0,3,15,16,11,5,1.875,3,0,2,10,6,2,0,1,6,5,9,4,3,2,1
2022_2023,Petrolul,8,8,4,2,2,14,7,6,1,1.75,1,2,1,2,2,3,0,1,5,4,13,4,4,9,0
2022_2023,FC Hermannstadt,8,8,3,4,1,13,12,8,4,1.625,3,1,1,9,5,0,3,0,3,3,8,1,5,7,0
2022_2023,Arges Pitesti,8,8,4,1,3,13,9,10,-1,1.625,3,0,1,7,4,1,1,2,2,6,7,-1,6,15,0
2022_2023,FC Botoșani,8,8,3,3,2,12,9,8,1,1.5,1,2,1,6,6,2,1,1,3,2,5,-1,7,13,0
2022_2023,Universitatea Craiova,8,8,3,3,2,12,8,7,1,1.5,2,1,1,4,3,1,2,1,4,4,10,2,8,4,1
2022_2023,Uta Arad,8,8,3,2,3,11,7,9,-2,1.375,3,0,0,6,2,0,2,3,1,7,8,1,9,14,0
2022_2023,Sepsi OSK Sfântu Gheorghe,8,8,2,4,2,10,9,6,3,1.25,1,1,1,5,2,1,3,1,4,4,5,-1,10,6,1
2022_2023,FC U Craiova 1948,8,8,3,1,4,10,10,9,1,1.25,2,0,2,5,4,1,1,2,5,5,6,0,11,8,0
2022_2023,Steaua Bucuresti,8,8,2,4,2,10,12,14,-2,1.25,1,3,0,7,6,1,1,2,5,8,8,0,12,3,1
2022_2023,FC Voluntari,8,8,2,2,4,8,6,9,-3,1.0,1,2,1,3,1,1,0,3,3,8,2,-6,13,10,0
2022_2023,Chindia Târgoviște,8,8,0,3,5,3,9,15,-6,0.375,0,2,2,4,7,0,1,3,5,8,1,-5,14,12,0
2022_2023,Universitatea Cluj,8,8,0,3,5,3,4,10,-6,0.375,0,1,2,1,3,0,2,3,3,7,1,-4,15,11,0
2022_2023,CS Mioveni,8,8,0,3,5,3,4,13,-9,0.375,0,2,2,2,5,0,1,3,2,8,3,-2,16,16,0
2022_2023,Rapid Bucuresti,9,9,7,0,2,21,10,4,6,2.3333,4,0,0,6,1,3,0,2,4,3,12,3,1,5,1
2022_2023,Farul Constanta,9,9,5,3,1,18,16,9,7,2.0,3,2,0,7,3,2,1,1,9,6,10,4,2,1,1
2022_2023,CFR Cluj-Napoca,9,9,6,0,3,18,17,11,6,2.0,3,0,2,10,6,3,0,1,7,5,9,3,3,2,1
2022_2023,Petrolul,9,9,5,2,2,17,9,7,2,1.8889,2,2,1,4,3,3,0,1,5,4,13,4,4,9,0
2022_2023,FC Hermannstadt,9,9,4,4,1,16,13,8,5,1.7778,3,1,1,9,5,1,3,0,4,3,8,1,5,7,0
2022_2023,Universitatea Craiova,9,9,4,3,2,15,12,10,2,1.6667,3,1,1,8,6,1,2,1,4,4,10,2,6,4,1
2022_2023,Arges Pitesti,9,9,4,1,4,13,9,11,-2,1.4444,3,0,2,7,5,1,1,2,2,6,7,-1,7,15,0
2022_2023,FC Botoșani,9,9,3,3,3,12,10,10,0,1.3333,1,2,1,6,6,2,1,2,4,4,4,-2,8,13,0
2022_2023,Uta Arad,9,9,3,3,3,12,8,10,-2,1.3333,3,1,0,7,3,0,2,3,1,7,8,1,9,14,0
2022_2023,FC U Craiova 1948,9,9,3,2,4,11,11,10,1,1.2222,2,0,2,5,4,1,2,2,6,6,7,1,10,8,0
2022_2023,Sepsi OSK Sfântu Gheorghe,9,9,2,4,3,10,9,7,2,1.1111,1,1,2,5,3,1,3,1,4,4,4,-2,11,6,1
2022_2023,Steaua Bucuresti,9,9,2,4,3,10,12,15,-3,1.1111,1,3,1,7,7,1,1,2,5,8,7,-1,12,3,1
2022_2023,FC Voluntari,9,9,2,2,5,8,6,10,-4,0.8889,1,2,2,3,2,1,0,3,3,8,2,-6,13,10,0
2022_2023,CS Mioveni,9,9,1,3,5,6,5,13,-8,0.6667,0,2,2,2,5,1,1,3,3,8,5,-1,14,16,0
2022_2023,Chindia Târgoviște,9,9,0,4,5,4,10,16,-6,0.4444,0,2,2,4,7,0,2,3,6,9,2,-3,15,12,0
2022_2023,Universitatea Cluj,9,9,0,4,5,4,5,11,-6,0.4444,0,2,2,2,4,0,2,3,3,7,2,-3,16,11,0
2022_2023,Farul Constanta,10,10,6,3,1,21,19,9,10,2.1,4,2,0,10,3,2,1,1,9,6,12,7,1,1,1
2022_2023,CFR Cluj-Napoca,10,10,7,0,3,21,19,11,8,2.1,4,0,2,12,6,3,0,1,7,5,12,6,2,2,1
2022_2023,Rapid Bucuresti,10,10,7,0,3,21,10,5,5,2.1,4,0,0,6,1,3,0,3,4,4,12,3,3,5,1
2022_2023,FC Hermannstadt,10,10,5,4,1,19,15,9,6,1.9,4,1,1,11,6,1,3,0,4,3,10,2,4,7,0
2022_2023,Petrolul,10,10,5,2,3,17,10,9,1,1.7,2,2,1,4,3,3,0,2,6,6,10,2,5,9,0
2022_2023,Universitatea Craiova,10,10,4,3,3,15,12,12,0,1.5,3,1,1,8,6,1,2,2,4,6,7,-1,6,4,1
2022_2023,Uta Arad,10,10,4,3,3,15,10,11,-1,1.5,3,1,0,7,3,1,2,3,3,8,8,1,7,14,0
2022_2023,FC U Craiova 1948,10,10,4,2,4,14,12,10,2,1.4,3,0,2,6,4,1,2,2,6,6,7,0,8,8,0
2022_2023,Sepsi OSK Sfântu Gheorghe,10,10,3,4,3,13,11,8,3,1.3,1,1,2,5,3,2,3,1,6,5,6,-1,9,6,1
2022_2023,Arges Pitesti,10,10,4,1,5,13,9,14,-5,1.3,3,0,2,7,5,1,1,3,2,9,7,-2,10,15,0
2022_2023,FC Botoșani,10,10,3,3,4,12,11,12,-1,1.2,1,2,2,7,8,2,1,2,4,4,1,-4,11,13,0
2022_2023,Steaua Bucuresti,10,10,2,5,3,11,13,16,-3,1.1,1,4,1,8,8,1,1,2,5,8,5,-2,12,3,1
2022_2023,FC Voluntari,10,10,2,3,5,9,7,11,-4,0.9,1,2,2,3,2,1,1,3,4,9,2,-6,13,10,0
2022_2023,Universitatea Cluj,10,10,1,4,5,7,6,11,-5,0.7,0,2,2,2,4,1,2,3,4,7,5,-1,14,11,0
2022_2023,CS Mioveni,10,10,1,3,6,6,5,14,-9,0.6,0,2,3,2,6,1,1,3,3,8,5,-1,15,16,0
2022_2023,Chindia Târgoviște,10,10,0,4,6,4,11,18,-7,0.4,0,2,3,5,9,0,2,3,6,9,2,-3,16,12,0
2022_2023,Farul Constanta,11,11,7,3,1,24,22,10,12,2.1818,4,2,0,10,3,3,1,1,12,7,12,8,1,1,1
2022_2023,CFR Cluj-Napoca,11,11,8,0,3,24,20,11,9,2.1818,4,0,2,12,6,4,0,1,8,5,12,6,2,2,1
2022_2023,Rapid Bucuresti,11,11,8,0,3,24,12,6,6,2.1818,5,0,0,8,2,3,0,3,4,4,12,3,3,5,1
2022_2023,FC Hermannstadt,11,11,6,4,1,22,17,10,7,2.0,4,1,1,11,6,2,3,0,6,4,13,4,4,7,0
2022_2023,Universitatea Craiova,11,11,5,3,3,18,14,13,1,1.6364,4,1,1,10,7,1,2,2,4,6,9,0,5,4,1
2022_2023,Petrolul,11,11,5,2,4,17,11,12,-1,1.5455,2,2,2,5,6,3,0,2,6,6,7,-1,6,9,0
2022_2023,Sepsi OSK Sfântu Gheorghe,11,11,4,4,3,16,18,8,10,1.4545,2,1,2,12,3,2,3,1,6,5,6,5,7,6,1
2022_2023,Uta Arad,11,11,4,3,4,15,11,13,-2,1.3636,3,1,1,8,5,1,2,3,3,8,8,1,8,14,0
2022_2023,FC U Craiova 1948,11,11,4,2,5,14,12,11,1,1.2727,3,0,2,6,4,1,2,3,6,7,7,0,9,8,0
2022_2023,Arges Pitesti,11,11,4,1,6,13,9,15,-6,1.1818,3,0,3,7,6,1,1,3,2,9,4,-4,10,15,0
2022_2023,FC Voluntari,11,11,3,3,5,12,8,11,-3,1.0909,2,2,2,4,2,1,1,3,4,9,5,-4,11,10,0
2022_2023,FC Botoșani,11,11,3,3,5,12,11,19,-8,1.0909,1,2,2,7,8,2,1,3,4,11,1,-10,12,13,0
2022_2023,Steaua Bucuresti,11,11,2,5,4,11,14,18,-4,1.0,1,4,1,8,8,1,1,3,6,10,2,-4,13,3,1
2022_2023,Universitatea Cluj,11,11,2,4,5,10,7,11,-4,0.9091,1,2,2,3,4,1,2,3,4,7,8,1,14,11,0
2022_2023,CS Mioveni,11,11,1,3,7,6,6,16,-10,0.5455,0,2,3,2,6,1,1,4,4,10,5,-1,15,16,0
2022_2023,Chindia Târgoviște,11,11,0,4,7,4,11,19,-8,0.3636,0,2,3,5,9,0,2,4,6,10,1,-4,16,12,0
2022_2023,Farul Constanta,12,12,8,3,1,27,24,10,14,2.25,5,2,0,12,3,3,1,1,12,7,12,8,1,1,1
2022_2023,CFR Cluj-Napoca,12,12,9,0,3,27,21,11,10,2.25,5,0,2,13,6,4,0,1,8,5,15,9,2,2,1
2022_2023,Rapid Bucuresti,12,12,8,0,4,24,13,8,5,2.0,5,0,0,8,2,3,0,4,5,6,9,1,3,5,1
2022_2023,FC Hermannstadt,12,12,6,4,2,22,18,12,6,1.8333,4,1,2,12,8,2,3,0,6,4,12,3,4,7,0
2022_2023,Sepsi OSK Sfântu Gheorghe,12,12,5,4,3,19,20,9,11,1.5833,2,1,2,12,3,3,3,1,8,6,9,7,5,6,1
2022_2023,Universitatea Craiova,12,12,5,4,3,19,15,14,1,1.5833,4,2,1,11,8,1,2,2,4,6,7,-1,6,4,1
2022_2023,Petrolul,12,12,5,2,5,17,11,13,-2,1.4167,2,2,2,5,6,3,0,3,6,7,6,-2,7,9,0
2022_2023,FC U Craiova 1948,12,12,4,3,5,15,14,13,1,1.25,3,0,2,6,4,1,3,3,8,9,8,1,8,8,0
2022_2023,Uta Arad,12,12,4,3,5,15,11,15,-4,1.25,3,1,1,8,5,1,2,4,3,10,5,-2,9,14,0
2022_2023,Steaua Bucuresti,12,12,3,5,4,14,17,20,-3,1.1667,2,4,1,11,10,1,1,3,6,10,4,-3,10,3,1
2022_2023,FC Voluntari,12,12,3,4,5,13,9,12,-3,1.0833,2,2,2,4,2,1,2,3,5,10,5,-4,11,10,0
2022_2023,Arges Pitesti,12,12,4,1,7,13,11,18,-7,1.0833,3,0,3,7,6,1,1,4,4,12,1,-6,12,15,0
2022_2023,FC Botoșani,12,12,3,4,5,13,12,20,-8,1.0833,1,3,2,8,9,2,1,3,4,11,2,-9,13,13,0
2022_2023,Universitatea Cluj,12,12,2,5,5,11,8,12,-4,0.9167,1,2,2,3,4,1,3,3,5,8,8,1,14,11,0
2022_2023,Chindia Târgoviște,12,12,1,4,7,7,13,20,-7,0.5833,1,2,3,7,10,0,2,4,6,10,4,-2,15,12,0
2022_2023,CS Mioveni,12,12,1,4,7,7,8,18,-10,0.5833,0,3,3,4,8,1,1,4,4,10,5,-1,16,16,0
2022_2023,Farul Constanta,13,13,9,3,1,30,25,10,15,2.3077,5,2,0,12,3,4,1,1,13,7,12,7,1,1,1
2022_2023,CFR Cluj-Napoca,13,13,9,1,3,28,22,12,10,2.1538,5,0,2,13,6,4,1,1,9,6,13,5,2,2,1
2022_2023,Rapid Bucuresti,13,13,8,1,4,25,14,9,5,1.9231,5,1,0,9,3,3,0,4,5,6,7,0,3,5,1
2022_2023,FC Hermannstadt,13,13,6,4,3,22,18,13,5,1.6923,4,1,2,12,8,2,3,1,6,5,9,1,4,7,0
2022_2023,Sepsi OSK Sfântu Gheorghe,13,13,5,4,4,19,20,10,10,1.4615,2,1,3,12,4,3,3,1,8,6,9,7,5,6,1
2022_2023,Universitatea Craiova,13,13,5,4,4,19,15,15,0,1.4615,4,2,1,11,8,1,2,3,4,7,7,-1,6,4,1
