idEvent,dateEvent,Round,Home Team,Home Score,Away Team,Away Score,Poster,Thumb
1033389,2020-09-26,Round 5,Viitorul Constanța,4,Astra ,1,,
1033390,2020-09-27,Round 5,CFR Cluj-Napoca,0,Chindia Târgoviște,0,,
1033385,2020-09-27,Round 5,Politehnica Iași,5,Steaua Bucuresti,2,,
1033388,2020-09-28,Round 5,FC Hermannstadt,2,FC Botoșani,1,,
1033384,2020-09-28,Round 5,Dinamo Bucuresti ,0,Uta Arad,1,,
1033393,2020-10-02,Round 6,Universitatea Craiova,1,Politehnica Iași,0,,
1033394,2020-10-03,Round 6,Sepsi OSK Sfântu Gheorghe,1,Arges Pitesti,0,,
1033396,2020-10-03,Round 6,Astra ,2,FC Voluntari,3,,
1033392,2020-10-03,Round 6,Steaua Bucuresti,3,Dinamo Bucuresti ,2,,
1033397,2020-10-04,Round 6,FC Botoșani,0,Chindia Târgoviște,2,,
1033395,2020-10-04,Round 6,Gaz Metan Mediaș,1,FC Hermannstadt,1,,
1033398,2020-10-04,Round 6,Viitorul Constanța,1,CFR Cluj-Napoca,1,,
1033391,2020-10-05,Round 6,Uta Arad,0,Academica Clinceni,0,,
1033403,2020-10-16,Round 7,Arges Pitesti,1,Astra ,0,,
1033404,2020-10-17,Round 7,Chindia Târgoviște,1,Gaz Metan Mediaș,0,,
1033401,2020-10-17,Round 7,Politehnica Iași,1,Sepsi OSK Sfântu Gheorghe,4,,
1033406,2020-10-17,Round 7,CFR Cluj-Napoca,2,FC Botoșani,1,,
1033402,2020-10-18,Round 7,FC Hermannstadt,1,Uta Arad,1,,
1033400,2020-10-18,Round 7,Dinamo Bucuresti ,0,Universitatea Craiova,1,,
1033405,2020-10-19,Round 7,FC Voluntari,0,Viitorul Constanța,2,,
1033399,2020-10-19,Round 7,Academica Clinceni,0,Steaua Bucuresti,2,,
1033413,2020-10-23,Round 8,Gaz Metan Mediaș,1,FC Botoșani,2,,
1033407,2020-10-23,Round 8,Universitatea Craiova,0,Academica Clinceni,1,,
1033411,2020-10-24,Round 8,Uta Arad,1,Chindia Târgoviște,0,,
1033410,2020-10-24,Round 8,Astra ,4,Politehnica Iași,0,,
1033408,2020-10-24,Round 8,Sepsi OSK Sfântu Gheorghe,2,Dinamo Bucuresti ,0,,
1033412,2020-10-25,Round 8,Viitorul Constanța,2,Arges Pitesti,2,,
1033414,2020-10-25,Round 8,FC Voluntari,0,CFR Cluj-Napoca,1,,
1033409,2020-10-26,Round 8,Steaua Bucuresti,5,FC Hermannstadt,0,,
1033421,2020-10-30,Round 9,Arges Pitesti,2,FC Voluntari,1,,
1033415,2020-10-31,Round 9,Academica Clinceni,2,Sepsi OSK Sfântu Gheorghe,0,,
1033420,2020-10-31,Round 9,FC Botoșani,2,Uta Arad,3,,
1033416,2020-10-31,Round 9,FC Hermannstadt,0,Universitatea Craiova,1,,
1033419,2020-11-01,Round 9,Politehnica Iași,1,Viitorul Constanța,1,,
1033422,2020-11-01,Round 9,CFR Cluj-Napoca,1,Gaz Metan Mediaș,2,,
1033418,2020-11-02,Round 9,Chindia Târgoviște,0,Steaua Bucuresti,2,,
1033423,2020-11-06,Round 10,Astra ,0,Academica Clinceni,2,,
1033425,2020-11-06,Round 10,Universitatea Craiova,0,Chindia Târgoviște,1,,
1033428,2020-11-07,Round 10,FC Voluntari,4,Politehnica Iași,0,,
1033424,2020-11-07,Round 10,Sepsi OSK Sfântu Gheorghe,1,FC Hermannstadt,1,,
1033427,2020-11-07,Round 10,Steaua Bucuresti,4,FC Botoșani,1,,
1033430,2020-11-08,Round 10,Arges Pitesti,0,CFR Cluj-Napoca,2,,
1033426,2020-11-08,Round 10,Viitorul Constanța,2,Dinamo Bucuresti ,1,,
1033429,2020-11-09,Round 10,Uta Arad,1,Gaz Metan Mediaș,3,,
1033417,2020-11-14,Round 9,Dinamo Bucuresti ,1,Astra ,1,,
1033437,2020-11-20,Round 11,Politehnica Iași,1,Arges Pitesti,1,,
1033435,2020-11-20,Round 11,Dinamo Bucuresti ,3,FC Voluntari,0,,
1033431,2020-11-21,Round 11,Academica Clinceni,1,Viitorul Constanța,0,,
1033434,2020-11-21,Round 11,FC Botoșani,0,Universitatea Craiova,0,,
1033432,2020-11-22,Round 11,FC Hermannstadt,0,Astra ,1,,
1033438,2020-11-22,Round 11,CFR Cluj-Napoca,0,Uta Arad,1,,
1033433,2020-11-23,Round 11,Chindia Târgoviște,1,Sepsi OSK Sfântu Gheorghe,2,,
1033436,2020-11-23,Round 11,Gaz Metan Mediaș,2,Steaua Bucuresti,3,,
1033439,2020-12-04,Round 12,FC Voluntari,3,Academica Clinceni,3,,
1033444,2020-12-04,Round 12,Arges Pitesti,0,Dinamo Bucuresti ,1,,
1033442,2020-12-05,Round 12,Sepsi OSK Sfântu Gheorghe,2,FC Botoșani,2,,
1033445,2020-12-05,Round 12,Steaua Bucuresti,3,Uta Arad,0,,
1033446,2020-12-06,Round 12,Politehnica Iași,0,CFR Cluj-Napoca,2,,
1033441,2020-12-07,Round 12,Astra ,0,Chindia Târgoviște,0,,
1033443,2020-12-07,Round 12,Universitatea Craiova,3,Gaz Metan Mediaș,1,,
1033450,2020-12-11,Round 13,FC Botoșani,1,Astra ,1,,
1033453,2020-12-11,Round 13,Dinamo Bucuresti ,4,Politehnica Iași,1,,
1033451,2020-12-12,Round 13,Gaz Metan Mediaș,0,Sepsi OSK Sfântu Gheorghe,3,,
1033449,2020-12-12,Round 13,Chindia Târgoviște,1,Viitorul Constanța,1,,
1033447,2020-12-13,Round 13,Academica Clinceni,1,Arges Pitesti,0,,
1033448,2020-12-13,Round 13,FC Hermannstadt,3,FC Voluntari,2,,
1033454,2020-12-13,Round 13,CFR Cluj-Napoca,2,Steaua Bucuresti,0,,
1033452,2020-12-14,Round 13,Uta Arad,1,Universitatea Craiova,2,,
1033459,2020-12-15,Round 14,Astra ,3,Gaz Metan Mediaș,0,,
1033458,2020-12-15,Round 14,Viitorul Constanța,1,FC Botoșani,2,,
1033455,2020-12-16,Round 14,Politehnica Iași,0,Academica Clinceni,0,,
1033456,2020-12-16,Round 14,Arges Pitesti,2,FC Hermannstadt,2,,
1033457,2020-12-16,Round 14,FC Voluntari,0,Chindia Târgoviște,2,,
1033460,2020-12-17,Round 14,Sepsi OSK Sfântu Gheorghe,3,Uta Arad,0,,
1033462,2020-12-17,Round 14,Dinamo Bucuresti ,0,CFR Cluj-Napoca,2,,
1033461,2020-12-18,Round 14,Universitatea Craiova,0,Steaua Bucuresti,2,,
1033465,2020-12-19,Round 15,Chindia Târgoviște,2,Arges Pitesti,2,,
1033467,2020-12-19,Round 15,Gaz Metan Mediaș,1,Viitorul Constanța,0,,
1033464,2020-12-20,Round 15,FC Hermannstadt,0,Politehnica Iași,1,,
1033466,2020-12-20,Round 15,FC Botoșani,1,FC Voluntari,1,,
1033463,2020-12-20,Round 15,Academica Clinceni,1,Dinamo Bucuresti ,1,,
1033468,2020-12-21,Round 15,Uta Arad,0,Astra ,6,,
1033469,2020-12-21,Round 15,Steaua Bucuresti,1,Sepsi OSK Sfântu Gheorghe,1,,
1033470,2020-12-22,Round 15,CFR Cluj-Napoca,0,Universitatea Craiova,0,,
1033440,2021-01-10,Round 12,Viitorul Constanța,2,FC Hermannstadt,1,,
1033475,2021-01-12,Round 16,Gaz Metan Mediaș,2,FC Voluntari,0,,
1033478,2021-01-12,Round 16,Universitatea Craiova,0,Sepsi OSK Sfântu Gheorghe,0,,
1033473,2021-01-13,Round 16,Chindia Târgoviște,1,Politehnica Iași,1,,
1033472,2021-01-13,Round 16,FC Hermannstadt,0,Dinamo Bucuresti ,2,,
1033474,2021-01-14,Round 16,FC Botoșani,0,Arges Pitesti,1,,
1033471,2021-01-14,Round 16,CFR Cluj-Napoca,3,Academica Clinceni,1,,
1033476,2021-01-15,Round 16,Uta Arad,0,Viitorul Constanța,0,,
1033477,2021-01-15,Round 16,Steaua Bucuresti,3,Astra ,0,,
1033480,2021-01-16,Round 17,Dinamo Bucuresti ,0,Chindia Târgoviște,1,,
1033482,2021-01-17,Round 17,Arges Pitesti,1,Gaz Metan Mediaș,1,,
1033486,2021-01-17,Round 17,Sepsi OSK Sfântu Gheorghe,0,CFR Cluj-Napoca,1,,
1033479,2021-01-17,Round 17,Academica Clinceni,0,FC Hermannstadt,0,,
1033481,2021-01-18,Round 17,Politehnica Iași,0,FC Botoșani,1,,
1033485,2021-01-18,Round 17,Astra ,1,Universitatea Craiova,1,,
1033483,2021-01-19,Round 17,FC Voluntari,0,Uta Arad,1,,
1033484,2021-01-19,Round 17,Viitorul Constanța,2,Steaua Bucuresti,2,,
1033487,2021-01-22,Round 18,Chindia Târgoviște,2,Academica Clinceni,1,,
1033491,2021-01-22,Round 18,Steaua Bucuresti,2,FC Voluntari,1,,
1033493,2021-01-23,Round 18,Sepsi OSK Sfântu Gheorghe,4,Astra ,1,,
1033490,2021-01-23,Round 18,Uta Arad,1,Arges Pitesti,2,,
1033492,2021-01-23,Round 18,Universitatea Craiova,1,Viitorul Constanța,1,,
1033489,2021-01-24,Round 18,Gaz Metan Mediaș,2,Politehnica Iași,1,,
1033488,2021-01-24,Round 18,FC Botoșani,4,Dinamo Bucuresti ,0,,
1033494,2021-01-25,Round 18,FC Hermannstadt,1,CFR Cluj-Napoca,3,,
1033500,2021-01-26,Round 19,Viitorul Constanța,3,Sepsi OSK Sfântu Gheorghe,3,,
1033499,2021-01-26,Round 19,FC Voluntari,1,Universitatea Craiova,1,,
1033498,2021-01-26,Round 19,Arges Pitesti,0,Steaua Bucuresti,0,,
1033495,2021-01-27,Round 19,Academica Clinceni,2,FC Botoșani,1,,
1033497,2021-01-27,Round 19,Politehnica Iași,1,Uta Arad,2,,
1033496,2021-01-27,Round 19,Dinamo Bucuresti ,2,Gaz Metan Mediaș,1,,
1033501,2021-01-28,Round 19,FC Hermannstadt,1,Chindia Târgoviște,1,,
1033502,2021-01-28,Round 19,CFR Cluj-Napoca,1,Astra ,1,,
1033506,2021-01-29,Round 20,Universitatea Craiova,1,Arges Pitesti,1,,
1033503,2021-01-30,Round 20,Gaz Metan Mediaș,1,Academica Clinceni,1,,
1033507,2021-01-30,Round 20,Sepsi OSK Sfântu Gheorghe,2,FC Voluntari,2,,
1033505,2021-01-30,Round 20,Steaua Bucuresti,3,Politehnica Iași,1,,
1033508,2021-01-31,Round 20,FC Botoșani,1,FC Hermannstadt,0,,
1033509,2021-01-31,Round 20,Astra ,1,Viitorul Constanța,1,,
1033504,2021-01-31,Round 20,Uta Arad,0,Dinamo Bucuresti ,1,,
1033510,2021-02-01,Round 20,Chindia Târgoviște,0,CFR Cluj-Napoca,1,,
1033513,2021-02-02,Round 21,Politehnica Iași,0,Universitatea Craiova,3,,
1033515,2021-02-03,Round 21,FC Hermannstadt,1,Gaz Metan Mediaș,1,,
1033516,2021-02-03,Round 21,FC Voluntari,1,Astra ,3,,
1033512,2021-02-03,Round 21,Dinamo Bucuresti ,0,Steaua Bucuresti,1,,
1033511,2021-02-04,Round 21,Academica Clinceni,0,Uta Arad,3,,
1033517,2021-02-04,Round 21,Chindia Târgoviște,2,FC Botoșani,3,,
1033518,2021-02-04,Round 21,CFR Cluj-Napoca,2,Viitorul Constanța,1,,
1033521,2021-02-05,Round 22,Sepsi OSK Sfântu Gheorghe,3,Politehnica Iași,3,,
1033523,2021-02-06,Round 22,Astra ,0,Arges Pitesti,2,,
1033520,2021-02-06,Round 22,Universitatea Craiova,1,Dinamo Bucuresti ,0,,
1033522,2021-02-07,Round 22,Uta Arad,1,FC Hermannstadt,1,,
1033524,2021-02-07,Round 22,Gaz Metan Mediaș,1,Chindia Târgoviște,0,,
1033519,2021-02-07,Round 22,Steaua Bucuresti,0,Academica Clinceni,1,,
1033525,2021-02-08,Round 22,Viitorul Constanța,0,FC Voluntari,1,,
1033526,2021-02-08,Round 22,FC Botoșani,2,CFR Cluj-Napoca,1,,
1033532,2021-02-12,Round 23,Arges Pitesti,1,Viitorul Constanța,0,,
1033531,2021-02-13,Round 23,Chindia Târgoviște,1,Uta Arad,1,,
1033528,2021-02-13,Round 23,Dinamo Bucuresti ,0,Sepsi OSK Sfântu Gheorghe,0,,
1033530,2021-02-14,Round 23,Politehnica Iași,2,Astra ,3,,
1033527,2021-02-14,Round 23,Academica Clinceni,0,Universitatea Craiova,0,,
1033529,2021-02-14,Round 23,FC Hermannstadt,1,Steaua Bucuresti,0,,
1033533,2021-02-15,Round 23,FC Botoșani,2,Gaz Metan Mediaș,1,,
1033534,2021-02-15,Round 23,CFR Cluj-Napoca,0,FC Voluntari,0,,
1033514,2021-02-16,Round 21,Arges Pitesti,1,Sepsi OSK Sfântu Gheorghe,1,,
1033541,2021-02-19,Round 24,FC Voluntari,0,Arges Pitesti,1,,
1033536,2021-02-19,Round 24,Universitatea Craiova,1,FC Hermannstadt,0,,
1033535,2021-02-20,Round 24,Sepsi OSK Sfântu Gheorghe,0,Academica Clinceni,0,,
1033538,2021-02-20,Round 24,Steaua Bucuresti,1,Chindia Târgoviște,0,,
1033542,2021-02-21,Round 24,Gaz Metan Mediaș,0,CFR Cluj-Napoca,1,,
1033537,2021-02-21,Round 24,Astra ,2,Dinamo Bucuresti ,0,,
1033540,2021-02-22,Round 24,Uta Arad,0,FC Botoșani,0,,
1033546,2021-02-26,Round 25,Dinamo Bucuresti ,0,Viitorul Constanța,5,,
1033549,2021-02-27,Round 25,Gaz Metan Mediaș,1,Uta Arad,2,,
1033543,2021-02-27,Round 25,Academica Clinceni,1,Astra ,1,,
1033545,2021-02-27,Round 25,Chindia Târgoviște,1,Universitatea Craiova,0,,
1033544,2021-02-28,Round 25,FC Hermannstadt,1,Sepsi OSK Sfântu Gheorghe,2,,
1033547,2021-02-28,Round 25,FC Botoșani,0,Steaua Bucuresti,2,,
1033548,2021-03-01,Round 25,Politehnica Iași,0,FC Voluntari,2,,
1033550,2021-03-01,Round 25,CFR Cluj-Napoca,5,Arges Pitesti,0,,
1033553,2021-03-05,Round 26,Sepsi OSK Sfântu Gheorghe,0,Chindia Târgoviște,1,,
1033551,2021-03-05,Round 26,Viitorul Constanța,1,Academica Clinceni,1,,
1033554,2021-03-06,Round 26,Universitatea Craiova,1,FC Botoșani,0,,
1033558,2021-03-06,Round 26,Uta Arad,0,CFR Cluj-Napoca,1,,
1033552,2021-03-07,Round 26,Astra ,2,FC Hermannstadt,1,,
1033556,2021-03-07,Round 26,Steaua Bucuresti,1,Gaz Metan Mediaș,0,,
1033557,2021-03-08,Round 26,Arges Pitesti,2,Politehnica Iași,1,,
1033555,2021-03-08,Round 26,FC Voluntari,1,Dinamo Bucuresti ,1,,
1033563,2021-03-12,Round 27,Gaz Metan Mediaș,0,Universitatea Craiova,2,,
1033559,2021-03-13,Round 27,Academica Clinceni,0,FC Voluntari,1,,
1033560,2021-03-13,Round 27,FC Hermannstadt,0,Viitorul Constanța,0,,
1033565,2021-03-13,Round 27,Uta Arad,0,Steaua Bucuresti,1,,
1033561,2021-03-14,Round 27,Chindia Târgoviște,0,Astra ,1,,
1033566,2021-03-14,Round 27,CFR Cluj-Napoca,4,Politehnica Iași,0,,
1033562,2021-03-15,Round 27,FC Botoșani,1,Sepsi OSK Sfântu Gheorghe,2,,
1033564,2021-03-15,Round 27,Dinamo Bucuresti ,1,Arges Pitesti,2,,
1033572,2021-03-16,Round 28,Universitatea Craiova,2,Uta Arad,0,,
1033569,2021-03-17,Round 28,Viitorul Constanța,0,Chindia Târgoviște,0,,
1033570,2021-03-18,Round 28,Astra ,1,FC Botoșani,1,,
1033568,2021-03-19,Round 28,FC Voluntari,1,FC Hermannstadt,0,,
1033574,2021-03-19,Round 28,Steaua Bucuresti,3,CFR Cluj-Napoca,0,,
1033567,2021-03-20,Round 28,Arges Pitesti,1,Academica Clinceni,1,,
1033573,2021-03-20,Round 28,Politehnica Iași,1,Dinamo Bucuresti ,0,,
1033571,2021-03-21,Round 28,Sepsi OSK Sfântu Gheorghe,1,Gaz Metan Mediaș,1,,
1033575,2021-04-02,Round 29,Academica Clinceni,2,Politehnica Iași,1,,
1033579,2021-04-02,Round 29,Gaz Metan Mediaș,0,Astra ,0,,
1033576,2021-04-03,Round 29,FC Hermannstadt,4,Arges Pitesti,1,,
1033578,2021-04-04,Round 29,FC Botoșani,1,Viitorul Constanța,0,,
1033580,2021-04-04,Round 29,Uta Arad,2,Sepsi OSK Sfântu Gheorghe,0,,
1033581,2021-04-04,Round 29,Steaua Bucuresti,0,Universitatea Craiova,0,,
1033577,2021-04-05,Round 29,Chindia Târgoviște,1,FC Voluntari,0,,
1033582,2021-04-05,Round 29,CFR Cluj-Napoca,1,Dinamo Bucuresti ,0,,
1033539,2021-04-08,Round 24,Viitorul Constanța,1,Politehnica Iași,2,,
1033589,2021-04-09,Round 30,Astra ,0,Uta Arad,0,,
1033584,2021-04-09,Round 30,Dinamo Bucuresti ,1,Academica Clinceni,3,,
1033586,2021-04-09,Round 30,Arges Pitesti,3,Chindia Târgoviște,1,,
1033587,2021-04-09,Round 30,FC Voluntari,1,FC Botoșani,1,,
1033590,2021-04-10,Round 30,Sepsi OSK Sfântu Gheorghe,1,Steaua Bucuresti,1,,
1033583,2021-04-11,Round 30,Universitatea Craiova,0,CFR Cluj-Napoca,0,,
1033585,2021-04-12,Round 30,Politehnica Iași,1,FC Hermannstadt,0,,
1033588,2021-04-12,Round 30,Viitorul Constanța,0,Gaz Metan Mediaș,2,,
